"","no.users","Discipline","pc.pro","Business","JD.Second","inv.mlsto.log","client.totinv.log","pc.majpos.log","Billing.Type","majority.pos","return.pdol","Year","b.timespan.cbrt","b.inv.log","code.client","code.contact","mlsto","b.rpdol"
"1",1,"Structural",100,"engineer","residential",8.57977752655008,11.7987991282354,4.60517018598809,"Fixed Quote","director",0.464813793103448,2004,"1.5y-3y","2.5k-8k","C2475",NA,"2002.005","0"
"2",4,"Civil",44.83,"developer/real estate","waste_wat_manage",11.3430680623775,11.0911585515315,3.79616311933361,"Fixed Quote","director",-0.264840234341199,2003,"1.5y-3y","60k-1.8m",NA,NA,"2002.027","1"
"3",3,"Civil",25.66,"biz_bldgserv_internal","edu_exten_community",10.2724976439968,9.68673913370137,4.1890484976914,"Fixed Quote","director",-0.590917443544455,2003,">3y","8k-60k","C2831",NA,"2002.041","1"
"4",2,"Structural",100,"architect","residential",6.64883916606213,8.16308637558322,4.60517018598809,"Fixed Quote","director",-0.52,2003,"2.5m-9m","600-2.5k","C2180",NA,"2002.047","1"
"5",2,"Structural",97.67,"architect","residential",7.39570292331812,7.40806985472246,4.58159444945939,"Fixed Quote","director",0.226125913699599,2004,"2.5m-9m","600-2.5k","C2837",NA,"2002.053","0"
"6",3,"Civil",11.97,"developer/real estate","waste_wat_manage",9.79534422337091,11.3023525708299,4.11757268834131,"Fixed Quote","director",0.422082247536793,2004,"2.5m-9m","8k-60k","C2396",NA,"2002.077","0"
"7",2,"Structural",31.03,"architect","residential",9.36978394934013,8.36603536187465,4.1041298629569,"Hourly Rate","director",-0.111216617210682,2004,"9m-1.5y","8k-60k","C2351",NA,"2002.094","1"
"8",1,"Structural",100,"architect","residential",8.63390991629761,8.36603536187465,4.60517018598809,"Fixed Quote","director",-0.127577821011673,2004,"9m-1.5y","2.5k-8k","C2351",NA,"2002.095","1"
"9",3,"Structural",59.51,"person","residential",7.90041094918734,7.64850143834136,4.08614436565676,"Fixed Quote","director",-0.579490777866881,2003,"1.5y-3y","2.5k-8k",NA,NA,"2002.136","1"
"10",3,"Civil",9.1,"developer/real estate","Subdivision",9.80711182721701,9.76715280561177,4.21405167158685,"Hourly Rate","director",-0.178777864966125,2003,"1.5y-3y","8k-60k","C2740",NA,"2002.137","1"
"11",2,"Structural",48.39,"architect","residential",7.93208515128258,10.7663823599921,3.91202300542815,"Hourly Rate","director",-0.85254353881885,2003,"1.5y-3y","2.5k-8k","C2053",NA,"2002.138","1"
"12",5,"Civil",21.54,"developer/real estate","edu_exten_community",8.48505136404413,10.0198580354539,4.12971170605939,"Fixed Quote","seniortech",-0.810276974727222,2003,">3y","2.5k-8k","C2845",NA,"2002.142","1"
"13",5,"Civil",28.53,"developer/real estate","waste_wat_manage",11.815478374067,11.563568863221,4.2284382967028,"Fixed Quote","seniorpro",-0.334985016821543,2003,"1.5y-3y","60k-1.8m",NA,NA,"2002.163","1"
"14",6,"Water",47.17,"builder","waste_wat_manage",11.7130581961474,11.4611486853015,4.13676527810605,"Fixed Quote","director",-0.09008360234366,2003,">3y","60k-1.8m",NA,NA,"2002.180","1"
"15",1,"Structural",100,"architect","residential",5.44428123553601,9.5446631573241,4.60517018598809,"Hourly Rate","director",0.212126984126984,2005,"1d-3wk","100-600","C2875",NA,"2002.186","0"
"16",3,"Civil",13.44,"developer/real estate","Subdivision",10.1938520988637,9.76715280561177,4.10857614446882,"Hourly Rate","director",-0.428599235001131,2003,"1.5y-3y","8k-60k","C2740",NA,"2002.203","1"
"17",2,"Structural",100,"engineer","art_facade_awn_memb",7.46981089547184,7.24422751560335,4.60517018598809,"Fixed Quote","director",0.4,2004,"3wk-2.5m","600-2.5k",NA,NA,"2002.211","0"
"18",1,"Structural",100,"architect","heritage_expert",7.60435061108957,9.62046129162054,4.60517018598809,"Fixed Quote","director",0.114285714285714,2003,"2.5m-9m","600-2.5k","C2406",NA,"2002.219","0"
"19",3,"Civil",48.81,"developer/real estate","refurb/renovation",9.23123417724915,8.97932466640317,4.04147107261503,"Hourly Rate","director",-0.878549665789598,2003,">3y","8k-60k",NA,NA,"2003.006","1"
"20",3,"Structural",3.65,"architect","edu_exten_community",10.1603846048932,9.31154225248515,4.07940011483628,"Hourly Rate","director",-0.0479348237968928,2003,"1.5y-3y","8k-60k","C2224",NA,"2003.012","1"
"21",1,"Structural",100,"architect","edu_exten_community",6.11168741131865,9.64035239100384,4.60517018598809,"Hourly Rate","director",0.2,2004,"1d-3wk","100-600","C2614",NA,"2003.033","0"
"22",3,"Structural",57.17,"developer/real estate","edu_exten_community",9.82102022986962,9.09259121074605,4.08530381756995,"Fixed Quote","seniorpro",-0.573179599818606,2003,"1.5y-3y","8k-60k","C2798",NA,"2003.041","1"
"23",2,"Structural",93.75,"architect","residential",5.08022324814829,7.87283617502572,4.54063166485052,"Fixed Quote","director",-0.837767683322518,2003,"2.5m-9m","100-600","C2684",NA,"2003.048","1"
"24",2,"Structural",37.89,"architect","residential",7.58982251052666,8.93047169529196,3.59895474658595,"Fixed Quote","seniorpro",-0.599635440401016,2003,"2.5m-9m","600-2.5k","C2056",NA,"2003.057","1"
"25",2,"Structural",100,"architect","residential",5.77337042870823,9.64035239100384,4.60517018598809,"Fixed Quote","director",-0.285714285714286,2003,"3wk-2.5m","100-600","C2614",NA,"2003.071","1"
"26",2,"Structural",54.55,"person","edu_exten_community",7.50490221528311,7.27931883541462,3.99911771227908,"Fixed Quote","director",0.32997019032332,2004,"2.5m-9m","600-2.5k",NA,NA,"2003.075","0"
"27",2,"Civil",48.42,"person","residential",8.4201889904628,8.16827947961682,4.00733318523247,"Fixed Quote","director",-0.0255756453996713,2003,"1.5y-3y","2.5k-8k",NA,NA,"2003.079","1"
"28",5,"Structural",76.96,"architect","industrial",9.23398071796541,8.93047169529196,4.25872841832939,"Fixed Quote","director",-0.715152827409978,2003,"1.5y-3y","8k-60k","C2056",NA,"2003.090","1"
"29",3,"Civil",44.48,"developer/real estate","edu_exten_community",10.5716781341767,13.9559889914245,3.58351893845611,"Fixed Quote","director",-0.571996249245643,2003,"2.5m-9m","8k-60k","C2392",NA,"2003.093","1"
"30",2,"Structural",72.9,"architect","residential",7.55385322120852,10.6552538157508,4.28908863901461,"Fixed Quote","director",-0.789507894270002,2003,"9m-1.5y","600-2.5k","C2236",NA,"2003.100","1"
"31",5,"Civil",48.99,"developer/real estate","civBldg_subdiv_sewer",11.7967308507998,11.3023525708299,3.64675452781327,"Fixed Quote","director",-0.398864433073339,2003,">3y","60k-1.8m","C2396",NA,"2003.112","1"
"32",2,"Civil",24.29,"developer/real estate","Subdivision",8.51362447453018,10.0198580354539,4.05785345363969,"Fixed Quote","director",-0.66370291252019,2003,"1.5y-3y","2.5k-8k","C2845",NA,"2003.120","1"
"33",3,"Structural",37.89,"architect","residential",7.64517260560982,7.87283617502572,4.13708471589826,"Hourly Rate","director",-0.701629561624971,2003,"2.5m-9m","600-2.5k","C2684",NA,"2003.124","1"
"34",2,"Structural",56.33,"architect","residential",8.4653748082405,8.61420737312978,4.03122725290662,"Fixed Quote","director",-0.530441518202943,2004,">3y","2.5k-8k","C2534",NA,"2003.127","1"
"35",2,"Structural",83.67,"biz_bldgserv_internal","edu_exten_community",8.39179964846063,9.03190126869645,4.42688049030751,"Fixed Quote","director",0.462097611630322,2004,"2.5m-9m","2.5k-8k","C2516",NA,"2003.139","0"
"36",4,"Civil",28.19,"developer/real estate","flood_h2o_harvest",10.5121732022005,10.2602636913545,4.33558994890029,"Hourly Rate","director",-0.463594518490708,2003,"1.5y-3y","8k-60k",NA,NA,"2003.144","1"
"37",2,"Structural",87.18,"architect","hotel_office_dining",9.46168408689941,10.3335464065589,4.46797494681025,"Fixed Quote","director",0.604840664711632,2004,"2.5m-9m","8k-60k","C2314",NA,"2003.158","0"
"38",2,"Structural",100,"architect","art_facade_awn_memb",7.45542215801974,9.64035239100384,4.60517018598809,"Fixed Quote","director",0.00454959053685168,2004,">3y","600-2.5k","C2614",NA,"2003.167","0"
"39",1,"Structural",100,"architect","residential",5.30075719510232,9.62046129162054,4.60517018598809,"Fixed Quote","director",-0.2,2004,"3wk-2.5m","100-600","C2406",NA,"2003.173","1"
"40",2,"Structural",95.83,"architect","residential",5.81259114186151,9.5446631573241,4.56257578835567,"Fixed Quote","director",-0.777872703972661,2003,"9m-1.5y","100-600","C2875",NA,"2003.178","1"
"41",2,"Civil",66.04,"builder","civBldg_subdiv_sewer",8.20618697551294,11.3839547423763,4.19026061905193,"Hourly Rate","director",0.343902784332232,2003,"9m-1.5y","2.5k-8k","C2683",NA,"2003.183","0"
"42",2,"Structural",62.71,"architect","residential",6.36115709361035,7.91022370709734,4.13852092455493,"Fixed Quote","director",-0.653846153846154,2003,"9m-1.5y","100-600","C2942",NA,"2003.194","1"
"43",2,"Structural",62.22,"person","residential",5.48568835625645,5.09834087451536,4.13067649146949,"Fixed Quote","director",-0.785530454675436,2003,"2.5m-9m","100-600","C2133",NA,"2003.196","1"
"44",5,"Structural",48.97,"architect","edu_exten_community",8.58931792512024,10.7663823599921,3.78532535238219,"Hourly Rate","seniorpro",-0.850659425911559,2003,"9m-1.5y","2.5k-8k","C2053",NA,"2003.199","1"
"45",2,"Civil",7.98,"town planner","waste_wat_manage",8.72671698576578,9.66667855285783,4.38202663467388,"Fixed Quote","director",-0.155134420449537,2003,"1.5y-3y","2.5k-8k","C2186",NA,"2003.208","1"
"46",4,"Structural",9.28,"architect","edu_exten_community",11.0708554489522,10.7663823599921,4.18753127694822,"Fixed Quote","director",-0.431230865616702,2003,">3y","60k-1.8m","C2053",NA,"2003.210","1"
"47",2,"Structural",63.24,"architect","residential",8.81598628816107,10.949842397964,4.14693701234127,"Fixed Quote","director",-0.332696593441579,2003,"1.5y-3y","2.5k-8k","C2680",NA,"2003.211","1"
"48",3,"Structural",51.77,"developer/real estate","residential",7.96237912571752,9.09259121074605,4.07736793801498,"Hourly Rate","director",-0.857399920379774,2003,"2.5m-9m","2.5k-8k","C2798",NA,"2003.212","1"
"49",2,"Structural",78.07,"sign_manufac","residential",9.40211339185048,9.1502038810045,4.3576058601322,"Fixed Quote","director",-0.0514156194121944,2003,"9m-1.5y","8k-60k",NA,NA,"2003.218","1"
"50",2,"Structural",87.18,"architect","edu_exten_community",5.95569198550219,10.3335464065589,4.46797494681025,"Fixed Quote","director",-0.667128987517337,2003,"2.5m-9m","100-600","C2314",NA,"2003.219","1"
"51",2,"Structural",62.16,"architect","residential",6.08085512845619,9.35044747216883,4.12971170605939,"Fixed Quote","director",-0.942799461641992,2003,"2.5m-9m","100-600","C2666",NA,"2003.220","1"
"52",5,"Civil",59.04,"resources","civBldg_subdiv_sewer",10.2993480455526,11.2405027737074,3.77276093809464,"Fixed Quote","seniorpro",0.19051619936651,2003,">3y","8k-60k","C2562",NA,"2003.224","0"
"53",4,"Civil",73.17,"developer/real estate","hotel_office_dining",9.66444841055398,10.0198580354539,4.20558774103808,"Fixed Quote","director",0.108366458108854,2003,"1.5y-3y","8k-60k","C2845",NA,"2003.227","0"
"54",2,"Structural",96.04,"architect","edu_exten_community",8.92610645107189,10.6552538157508,4.56476477135305,"Fixed Quote","director",0.15521327014218,2003,"1.5y-3y","2.5k-8k","C2236",NA,"2003.229","0"
"55",1,"Structural",100,"biz_bldgserv_internal","residential",5.03940125362803,9.03190126869645,4.60517018598809,"Hourly Rate","director",-0.829787234042553,2003,"9m-1.5y","100-600","C2516",NA,"2003.230","1"
"56",1,"Structural",100,"biz_bldgserv_internal","residential",7.86831615692403,9.03190126869645,4.60517018598809,"Fixed Quote","director",-0.162025577557756,2003,"9m-1.5y","2.5k-8k","C2516",NA,"2003.231","1"
"57",1,"Structural",100,"architect","residential",6.48453432905497,9.64035239100384,4.60517018598809,"Hourly Rate","director",-0.195114624505929,2003,"9m-1.5y","600-2.5k","C2614",NA,"2003.235","1"
"58",2,"Structural",47.95,"architect","hotel_office_dining",10.0356276812451,9.17367638760459,3.92474177783592,"Fixed Quote","seniorpro",0.134859058084572,2003,"9m-1.5y","8k-60k","C2416",NA,"2003.245","0"
"59",2,"Structural",90.91,"architect","residential",7.85281197038806,8.93047169529196,4.50987000613377,"Fixed Quote","director",-0.0393852065321806,2003,"2.5m-9m","2.5k-8k","C2056",NA,"2003.253","1"
"60",2,"Structural",41.13,"architect","residential",8.25827707849623,8.93047169529196,3.89792408104864,"Fixed Quote","midtech",0.303922633923721,2003,"9m-1.5y","2.5k-8k","C2056",NA,"2003.254","0"
"61",2,"Structural",39,"engineer","edu_exten_community",7.74745145473024,10.0494467737871,3.75793899004543,"Fixed Quote","director",-0.587888500944422,2003,"9m-1.5y","600-2.5k","C2704",NA,"2003.255","1"
"62",2,"Structural",48.08,"architect","residential",6.50091903598551,7.21725999594439,3.96915919679896,"Fixed Quote","director",-0.742857142857143,2003,"9m-1.5y","600-2.5k","C2881",NA,"2003.257","1"
"63",11,"Civil",47.23,"developer/real estate","edu_exten_community",11.1128646707988,10.0198580354539,3.76907599610821,"Fixed Quote","midtech",-0.173487221146947,2003,">3y","60k-1.8m","C2845",NA,"2003.259","1"
"64",5,"Water",69.3,"developer/real estate","waste_wat_manage",10.9586615282163,10.0475091055272,4.00040011604556,"Fixed Quote","director",0.155424807176327,2003,"1.5y-3y","8k-60k","C2048",NA,"2003.264","0"
"65",2,"Structural",55.19,"architect","residential",8.00880739620453,8.93047169529196,4.01078177745141,"Fixed Quote","director",-0.670522016679823,2004,"1.5y-3y","2.5k-8k","C2056",NA,"2003.267","1"
"66",2,"Structural",84.38,"engineer","refurb/renovation",9.43693207483788,11.7987991282354,4.43533040669619,"Hourly Rate","director",2.34821428571429,2003,"9m-1.5y","8k-60k","C2475",NA,"2003.273","0"
"67",2,"Structural",96.67,"architect","residential",6.80483459187859,10.3335464065589,4.57130311647651,"Hourly Rate","director",-0.587982832618026,2004,">3y","600-2.5k","C2314",NA,"2003.275","1"
"68",2,"Structural",73.17,"sign_manufac","edu_exten_community",7.0543042741703,8.44279717778255,4.29278550089594,"Hourly Rate","director",0.0431758910460736,2003,"2.5m-9m","600-2.5k","C2920",NA,"2003.276","0"
"69",2,"Structural",53.51,"builder","edu_exten_community",8.58427801525015,8.31907146678818,3.97986855232321,"Fixed Quote","director",-0.686173907790815,2003,"1.5y-3y","2.5k-8k","C2717",NA,"2003.280","1"
"70",2,"Structural",35.59,"sign_manufac","residential",7.82147329758703,8.55569249056685,4.12584322928147,"Fixed Quote","director",-0.0501193317422434,2004,"9m-1.5y","600-2.5k","C2350",NA,"2003.293","1"
"71",2,"Structural",26.67,"architect","art_facade_awn_memb",7.94426887506696,10.3335464065589,4.18737942818929,"Fixed Quote","director",0.0325837540156035,2004,"2.5m-9m","2.5k-8k","C2314",NA,"2004.002","0"
"72",2,"Structural",43.22,"architect","edu_exten_community",8.79156673545416,8.16308637558322,3.91202300542815,"Fixed Quote","director",0.338090990187333,2004,"3wk-2.5m","2.5k-8k","C2180",NA,"2004.003","0"
"73",2,"Structural",92.86,"sign_manufac","residential",7.57802448011207,7.35244110024358,4.53109298259178,"Hourly Rate","director",0.15727002967359,2004,"2.5m-9m","600-2.5k",NA,NA,"2004.004","0"
"74",2,"Structural",23.47,"biz_bldgserv_internal","residential",9.29525034421123,9.06966696434274,4.33990170837321,"Fixed Quote","director",0.161733025774747,2004,"2.5m-9m","8k-60k",NA,NA,"2004.005","0"
"75",3,"Structural",86.79,"biz_bldgserv_internal","art_facade_awn_memb",7.43344325130097,7.20785987143248,4.46349140765615,"Fixed Quote","director",0.104972375690608,2004,"2.5m-9m","600-2.5k",NA,NA,"2004.006","0"
"76",5,"Civil",73.63,"enviro_water","civBldg_subdiv_sewer",9.6482732564776,10.0474749031134,4.17669230357085,"Fixed Quote","director",-0.149456278759449,2004,"1.5y-3y","8k-60k","C2354",NA,"2004.010","1"
"77",2,"Water",100,"engineer","flood_h2o_harvest",9.65483516026245,9.48310041262579,4.60517018598809,"Fixed Quote","director",-0.0623570621468927,2004,"3wk-2.5m","8k-60k","C2384",NA,"2004.011","1"
"78",2,"Structural",33.75,"enviro_water","residential",9.2734048223469,9.04782144247841,4.26267987704132,"Fixed Quote","director",0.259124952597649,2004,"2.5m-9m","8k-60k",NA,NA,"2004.012","0"
"79",2,"Structural",43.62,"architect","residential",6.44019147829068,8.93047169529196,4.08530381756995,"Fixed Quote","director",-0.842296167796877,2004,"2.5m-9m","600-2.5k","C2056",NA,"2004.015","1"
"80",1,"Water",100,"engineer","residential",7.59764483841014,9.48310041262579,4.60517018598809,"Fixed Quote","director",-0.835138860103627,2004,"2.5m-9m","600-2.5k","C2384",NA,"2004.019","1"
"81",2,"Structural",25.86,"architect","hotel_office_dining",8.55644699309324,10.6552538157508,4.26267987704132,"Fixed Quote","director",-0.326708578381667,2004,"1.5y-3y","2.5k-8k","C2236",NA,"2004.020","1"
"82",2,"Structural",35.12,"sign_manufac","residential",9.26186793946775,8.55569249056685,4.17438726989564,"Fixed Quote","director",-0.0977355605475545,2004,">3y","8k-60k","C2350",NA,"2004.021","1"
"83",1,"Structural",100,"sign_manufac","residential",10.8619194798161,9.56735025981494,4.60517018598809,"Fixed Quote","director",0.186092903961243,2004,"1.5y-3y","8k-60k","C2949",NA,"2004.023","0"
"84",2,"Structural",39.25,"architect","residential",8.19804939584306,9.5446631573241,4.24520411795115,"Fixed Quote","director",-0.474518686296716,2004,"9m-1.5y","2.5k-8k","C2875",NA,"2004.028","1"
"85",2,"Structural",24.88,"engineer","edu_exten_community",9.36335305900984,10.0494467737871,4.31748811353631,"Hourly Rate","seniortech",0.243864271670657,2004,"9m-1.5y","8k-60k","C2704",NA,"2004.041","0"
"86",1,"Structural",100,"builder","hosp_health_carpark",6.39936948377043,11.3839547423763,4.60517018598809,"Fixed Quote","director",0.2,2004,"1d-3wk","600-2.5k","C2683",NA,"2004.043","0"
"87",1,"Structural",100,"road_rail_gov_util","art_facade_awn_memb",8.58025764178695,9.12287434619491,4.60517018598809,"Fixed Quote","director",0.125827814569536,2004,"2.5m-9m","2.5k-8k","C2021",NA,"2004.047","0"
"88",2,"Structural",77.78,"architect","hosp_health_carpark",7.17255937200391,9.64035239100384,4.3538843287276,"Hourly Rate","director",0.241791044776119,2004,"1.5y-3y","600-2.5k","C2614",NA,"2004.048","0"
"89",3,"Civil",22.28,"enviro_water","hotel_office_dining",10.0618621827112,9.14313162228273,4.10775424913202,"Hourly Rate","director",0.350131764196238,2004,"1.5y-3y","8k-60k",NA,NA,"2004.049","0"
"90",2,"Structural",27.94,"sign_manufac","art_facade_awn_memb",8.45509449883295,8.44279717778255,4.25688849140738,"Fixed Quote","director",0.918649270913277,2004,"2.5m-9m","2.5k-8k","C2920",NA,"2004.051","0"
"91",3,"Structural",46.29,"architect","residential",11.1447223569415,10.3115020747913,3.9231607498386,"Hourly Rate","director",0.234262619273039,2004,">3y","60k-1.8m","C2481",NA,"2004.052","0"
"92",3,"Structural",38.4,"architect","edu_exten_community",11.3539578049709,10.7663823599921,3.98861360758986,"Hourly Rate","director",0.217769778046821,2004,"1.5y-3y","60k-1.8m","C2053",NA,"2004.054","0"
"93",7,"Civil",37.3,"engineer","waste_wat_manage",9.92683234177031,11.7987991282354,4.22829253473184,"Hourly Rate","director",0.20878958271678,2004,">3y","8k-60k","C2475",NA,"2004.056.1","0"
"94",7,"Civil",37.3,"engineer","waste_wat_manage",10.8917863855432,11.7987991282354,3.76676599277101,"Hourly Rate","director",0.172632492581116,2004,">3y","8k-60k","C2475",NA,"2004.056.2","0"
"95",7,"Structural",37.3,"engineer","sign_product",8.19112895299848,11.7987991282354,4.2284382967028,"Fixed Quote","director",-0.591778880226789,2004,">3y","2.5k-8k","C2475",NA,"2004.056.3","1"
"96",7,"Structural",37.3,"engineer","residential",12.1559025238122,11.7987991282354,3.78054664263976,"Hourly Rate","seniortech",0.0270813197386017,2004,">3y","60k-1.8m","C2475",NA,"2004.056.4","0"
"97",7,"Structural",37.3,"engineer","residential",9.02607404541869,11.7987991282354,4.23497569196185,"Fixed Quote","director",0.147859922178988,2004,">3y","8k-60k","C2475",NA,"2004.056.5","0"
"98",7,"Civil",37.3,"engineer","waste_wat_manage",8.71437709676303,11.7987991282354,3.40916555131133,"Fixed Quote","director",0.883720930232558,2004,">3y","2.5k-8k","C2475",NA,"2004.056.6","0"
"99",7,"Civil",37.3,"road_rail_gov_util","civBldg_subdiv_sewer",9.13431177385939,10.7943090803508,4.14788532915013,"Hourly Rate","seniortech",1.02742523505386,2004,">3y","8k-60k","C2006",NA,"2004.056.7","0"
"100",7,"Structural",37.3,"engineer","sign_product",9.73082966938577,11.7987991282354,3.92474177783592,"Hourly Rate","director",0.0499980454243384,2004,">3y","8k-60k","C2475",NA,"2004.056.8","0"
"101",7,"Civil",37.3,"engineer","parks and open spaces",7.21029969998676,11.7987991282354,4.27485893148035,"Fixed Quote","midpro",0.614953271028037,2004,">3y","600-2.5k","C2475",NA,"2004.056.9","0"
"102",2,"Structural",70.59,"architect","residential",6.80135632750227,10.3335464065589,4.25688849140738,"Hourly Rate","director",-0.495606326889279,2004,"9m-1.5y","600-2.5k","C2314",NA,"2004.058","1"
"103",9,"Civil",33.46,"developer/real estate","waste_wat_manage",14.3302421424873,13.9559889914245,4.11120167928852,"Fixed Quote","seniorpro",0.33263506757714,2004,">3y","60k-1.8m","C2392",NA,"2004.063","0"
"104",2,"Structural",10.07,"architect","residential",6.33483096263286,9.35044747216883,4.60517018598809,"Fixed Quote","seniortech",-0.832946635730858,2004,"2.5m-9m","100-600","C2666",NA,"2004.065","1"
"105",2,"Structural",7.28,"sign_manufac","art_facade_awn_memb",9.44587408269784,8.44279717778255,4.19975507662997,"Fixed Quote","director",-0.30627198808711,2004,"1.5y-3y","8k-60k","C2920",NA,"2004.070","1"
"106",2,"Structural",28.25,"sign_manufac","art_facade_awn_memb",9.77239598846589,8.44279717778255,4.26267987704132,"Fixed Quote","seniortech",0.358135474013533,2004,"3wk-2.5m","8k-60k","C2920",NA,"2004.071","0"
"107",1,"Water",100,"engineer","civBldg_subdiv_sewer",11.3178453237536,9.48310041262579,4.60517018598809,"Fixed Quote","director",-0.147673535615772,2004,"9m-1.5y","60k-1.8m","C2384",NA,"2004.076","1"
"108",2,"Structural",23.92,"sign_manufac","residential",7.95751410181698,8.69450220638665,4.17438726989564,"Fixed Quote","director",-0.659523631747928,2004,"2.5m-9m","2.5k-8k","C2377",NA,"2004.077","1"
"109",2,"Civil",47.76,"architect","art_facade_awn_memb",8.42744371516571,7.40806985472246,4.0943445622221,"Fixed Quote","director",0.410295766479799,2004,"2.5m-9m","2.5k-8k","C2837",NA,"2004.078","0"
"110",4,"Structural",75.27,"builder","edu_exten_community",8.91772266274559,8.31907146678818,4.29210192714589,"Hourly Rate","director",0.464628058526989,2004,">3y","2.5k-8k","C2717",NA,"2004.081","0"
"111",2,"Civil",50.59,"resources","industrial",7.91349804973319,10.6812182694309,3.92375392830384,"Fixed Quote","director",-0.431278607847022,2004,"2.5m-9m","2.5k-8k","C2596",NA,"2004.082","1"
"112",2,"Structural",61.11,"architect","residential",7.69295444678605,7.46737106691756,4.11267551890682,"Fixed Quote","director",0.178451178451178,2004,"3wk-2.5m","600-2.5k",NA,NA,"2004.084","0"
"113",2,"Structural",29.31,"sign_manufac","art_facade_awn_memb",8.31199365519227,8.44279717778255,4.25688849140738,"Fixed Quote","director",0.43329658213892,2004,"3wk-2.5m","2.5k-8k","C2920",NA,"2004.087","0"
"114",2,"Structural",100,"engineer","edu_exten_community",7.72112532375275,10.0494467737871,4.60517018598809,"Hourly Rate","director",-0.236641221374046,2004,"2.5m-9m","600-2.5k","C2704",NA,"2004.088","1"
"115",1,"Structural",100,"architect","residential",9.14020950769563,9.31154225248515,4.60517018598809,"Fixed Quote","director",-0.0797773654916512,2004,"9m-1.5y","8k-60k","C2224",NA,"2004.089","1"
"116",2,"Structural",6.15,"architect","residential",6.3783160745726,10.3335464065589,4.60517018598809,"Fixed Quote","director",-0.81105527638191,2004,"2.5m-9m","100-600","C2314",NA,"2004.090","1"
"117",6,"Structural",68.75,"road_rail_gov_util","residential",10.5567866494476,10.6722826439353,4.14788532915013,"Hourly Rate","director",-0.276265544365099,2004,">3y","8k-60k","C2967",NA,"2004.093","1"
"118",2,"Structural",6.33,"architect","hotel_office_dining",9.46742241890405,9.02182527474674,3.93064846955131,"Hourly Rate","seniorpro",0.0571333452841302,2004,">3y","8k-60k","C2302",NA,"2004.095","0"
"119",2,"Structural",21.99,"sign_manufac","residential",8.86720414965978,8.44279717778255,4.33990170837321,"Hourly Rate","director",0.420864437613701,2004,"9m-1.5y","2.5k-8k","C2920",NA,"2004.096","0"
"120",2,"Structural",29.54,"developer/real estate","report",9.38146756604861,8.91395385889425,3.59895474658595,"Fixed Quote","director",-0.0534732633683158,2004,"9m-1.5y","8k-60k","C2355",NA,"2004.098","1"
"121",1,"Structural",100,"architect","edu_exten_community",6.84565658639885,10.6552538157508,4.60517018598809,"Hourly Rate","director",0.5,2004,"1d-3wk","600-2.5k","C2236",NA,"2004.099","0"
"122",2,"Structural",1.64,"architect","residential",9.77239598846589,8.16308637558322,4.40195180348115,"Fixed Quote","director",0.165210153974199,2004,"1.5y-3y","8k-60k","C2180",NA,"2004.103","0"
"123",1,"Structural",100,"builder","residential",6.33483096263286,7.63034960506481,4.60517018598809,"Fixed Quote","director",0.333333333333333,2004,"1d-3wk","100-600","C2491",NA,"2004.104","0"
"124",3,"Water",90.87,"unknown","waste_wat_manage",9.88859046143713,9.66300708156864,4.21405167158685,"Fixed Quote","director",0.59969481180061,2004,"1.5y-3y","8k-60k",NA,NA,"2004.109","0"
"125",2,"Structural",64.52,"architect","refurb/renovation",7.08204536446307,8.93047169529196,4.16697525325701,"Hourly Rate","director",0.550387596899225,2004,"2.5m-9m","600-2.5k","C2056",NA,"2004.111","0"
"126",2,"Structural",18.75,"architect","residential",7.6313951025384,9.64035239100384,3.84395827451402,"Fixed Quote","director",0.290603921568627,2004,"3wk-2.5m","600-2.5k","C2614",NA,"2004.114","0"
"127",2,"Structural",90,"engineer","sign_product",5.92936585452469,5.7037824746562,4.49980967033027,"Fixed Quote","seniorpro",0.675977653631285,2004,"1d-3wk","100-600",NA,NA,"2004.116","0"
"128",1,"Structural",100,"developer/real estate","residential",6.30666008566616,8.03241535913174,4.60517018598809,"Fixed Quote","director",0.25,2004,"3wk-2.5m","100-600","C2360",NA,"2004.118","0"
"129",2,"Structural",4.05,"architect","refurb/renovation",9.84138885995284,11.3613823159112,4.08966697267099,"Hourly Rate","contracttech",0.267866349981827,2004,"9m-1.5y","8k-60k","C2744",NA,"2004.119","0"
"130",1,"Structural",100,"hosp_institut_health","hosp_health_carpark",6.57818503433065,7.85652094539749,4.60517018598809,"Fixed Quote","director",0.636363636363636,2007,"3wk-2.5m","600-2.5k","C2939",NA,"2004.121","0"
"131",3,"Water",85.21,"engineer","waste_wat_manage",9.32752863644301,10.3508697353453,4.42843300748804,"Fixed Quote","director",0.329293333333333,2004,"1.5y-3y","8k-60k","C2639",NA,"2004.122","0"
"132",2,"Water",100,"developer/real estate","civBldg_subdiv_sewer",7.32808273564314,7.10249935577465,4.60517018598809,"Hourly Rate","director",-0.532692307692308,2004,"3wk-2.5m","600-2.5k",NA,NA,"2004.123","1"
"133",1,"Water",100,"enviro_water","waste_wat_manage",8.60236441756798,8.37678103769949,4.60517018598809,"Fixed Quote","director",0.498275862068966,2004,"3wk-2.5m","2.5k-8k",NA,NA,"2004.124","0"
"134",1,"Structural",100,"builder","hosp_health_carpark",8.48846995658993,11.3839547423763,4.60517018598809,"Hourly Rate","director",2.23105833333333,2004,"1d-3wk","2.5k-8k","C2683",NA,"2004.125","0"
