"","no.users","Discipline","pc.pro","Business","JD.Second","inv.mlsto.log","client.totinv.log","pc.majpos.log","Billing.Type","majority.pos","return.pdol","Year","b.timespan.cbrt","b.inv.log","code.client","code.contact","mlsto","b.rpdol"
"1167",2,"Civil",31.39,"engineer","waste_wat_manage",8.97899943105241,8.89699855274382,4.2284382967028,"Fixed Quote","midtech",0.219858156028369,2010,"9m-1.5y","2.5k-8k",NA,NA,"2010.105","0"
"1168",4,"Civil",86.21,"developer/real estate","waste_wat_manage",9.35651064080201,11.2221456661813,4.45678618022183,"Hourly Rate","seniorpro",0.865085306680753,2010,"3wk-2.5m","8k-60k","C2543",NA,"2010.106","0"
"1169",6,"Structural",33.7,"architect","edu_exten_community",8.86155833419231,10.0459540950504,4.1940390562533,"Fixed Quote","midtech",0.719244696130112,2010,"2.5m-9m","2.5k-8k","C2134","CN1507","2010.107","0"
"1170",1,"Structural",100,"artist_landarch","residential",7.17207771408468,7.80026548219089,4.60517018598809,"Fixed Quote","director",0.371428571428571,2010,"1d-3wk","600-2.5k","C2278",NA,"2010.108","0"
"1171",7,"Civil",58.5,"builder","civBldg_subdiv_sewer",8.932805074065,10.1390923391488,3.6831128592196,"Hourly Rate","midtech",-0.016381891844284,2010,"2.5m-9m","2.5k-8k","C2918","CN1155","2010.109","1"
"1172",4,"Structural",91.15,"sign_manufac","sign_product",9.24078476337037,7.90557069678047,4.43497480899198,"Fixed Quote","midpro",0.377947043888284,2010,"9m-1.5y","8k-60k","C2854","CN1398","2010.110","0"
"1173",1,"Structural",100,"builder","industrial",8.0013570689692,8.32320059219371,4.60517018598809,"Fixed Quote","director",0.227678571428571,2010,"2.5m-9m","2.5k-8k","C2113",NA,"2010.112","0"
"1174",1,"Structural",100,"architect","hosp_health_carpark",7.59952172891161,8.89168349522497,4.60517018598809,"Hourly Rate","director",0.352941176470588,2010,"2.5m-9m","600-2.5k","C2262",NA,"2010.113","0"
"1175",2,"Structural",100,"sign_manufac","sign_product",8.08836844595883,8.59460783336366,4.55387689160054,"Fixed Quote","seniorpro",0.690140845070423,2010,"2.5m-9m","2.5k-8k","C2206","CN1096","2010.114","0"
"1176",4,"Water",100,"engineer","waste_wat_manage",10.585286008413,9.50669423552512,3.9419700817961,"Fixed Quote","seniorpro",0.475101214574899,2010,"1.5y-3y","8k-60k","C2650","CN1538","2010.116","0"
"1177",29,"Civil",82.12,"developer/real estate","flood_h2o_harvest",13.4312595763309,12.1456017337747,3.36729582998647,"Fixed Quote","seniorpro",0.13204736859172,2010,">3y","60k-1.8m","C2522","CN1406","2010.117","0"
"1178",8,"Structural",43.21,"builder","residential",9.5924458427351,10.4423570452036,3.84631046206276,"Fixed Quote","seniortech",0.13797001322574,2010,"2.5m-9m","8k-60k","C2297","CN1902","2010.118","0"
"1179",6,"Structural",100,"sign_manufac","sign_product",10.2621727490869,8.59460783336366,4.21803603456465,"Fixed Quote","seniorpro",0.418392040871202,2010,">3y","8k-60k","C2206","CN1096","2010.120","0"
"1180",3,"Structural",31.03,"architect","residential",8.42721880498501,10.6552538157508,4.01041932728434,"Fixed Quote","midtech",1.92361111111111,2010,"9m-1.5y","2.5k-8k","C2236","CN1876","2010.121","0"
"1181",3,"Water",100,"road_rail_gov_util","flood_h2o_harvest",11.1327321409246,11.050731262616,4.19449151082704,"Fixed Quote","seniorpro",0.340373610790742,2010,"2.5m-9m","60k-1.8m",NA,NA,"2010.124","0"
"1182",1,"Structural",100,"person","edu_exten_community",6.3919191565351,6.30991827822652,4.60517018598809,"Hourly Rate","seniorpro",0.0628019323671498,2010,"1d-3wk","100-600",NA,NA,"2010.127","0"
"1183",1,"Structural",100,"lawyer_bodyC","edu_exten_community",7.82266528022582,7.74066440191724,4.60517018598809,"Hourly Rate","director",0.382967849003963,2010,"1d-3wk","600-2.5k",NA,NA,"2010.129","0"
"1184",4,"Structural",83.44,"builder","edu_exten_community",9.31995641731774,10.4423570452036,4.36348071738678,"Fixed Quote","seniorpro",0.540940603335207,2010,"2.5m-9m","8k-60k","C2297","CN1902","2010.133","0"
"1185",7,"Civil",57.21,"unknown","flood_h2o_harvest",10.1252503732199,10.0432494949113,3.71015158938948,"Fixed Quote","midtech",-0.361182090878791,2010,">3y","8k-60k",NA,NA,"2010.134","1"
"1186",2,"Structural",99.35,"biz_bldgserv_internal","residential",8.85499840327858,8.77299752496999,4.59864896899783,"Hourly Rate","seniorpro",0.440200724839699,2010,"1.5y-3y","2.5k-8k",NA,NA,"2010.136","0"
"1187",3,"Structural",79.17,"architect","residential",8.89929866217516,9.99913858333506,4.58466130935655,"Fixed Quote","director",-0.271844660194175,2010,"9m-1.5y","2.5k-8k","C2250",NA,"2010.137","1"
"1188",3,"Structural",93.99,"sign_manufac","residential",9.07356440103449,7.90557069678047,4.50236196600641,"Hourly Rate","midpro",0.325909240924092,2010,"2.5m-9m","8k-60k","C2854","CN1398","2010.140","0"
"1189",2,"Structural",10.6,"builder","edu_exten_community",9.47466280707872,8.34626251154896,4.49312068217947,"Hourly Rate","seniortech",0.138790035587189,2010,"9m-1.5y","8k-60k","C2863",NA,"2010.142","0"
"1190",2,"Structural",100,"sign_manufac","sign_product",9.07852902639944,7.9311050831497,4.48908570696729,"Hourly Rate","director",0.00576054803051534,2010,"9m-1.5y","8k-60k","C2403","CN1336","2010.144","0"
"1191",1,"Structural",100,"road_rail_gov_util","residential",8.95546893364221,8.67190028784364,4.60517018598809,"Fixed Quote","director",0.0656716417910448,2010,"3wk-2.5m","2.5k-8k","C2828",NA,"2010.145","0"
"1192",4,"Structural",99.99,"architect","refurb/renovation",8.39585314570679,8.96565903885552,4.33689850705613,"Fixed Quote","seniorpro",0.436619718309859,2010,"9m-1.5y","2.5k-8k","C2973",NA,"2010.150","0"
"1193",2,"Structural",100,"builder","residential",8.16068910753846,7.37227514987162,4.1634040981536,"Hourly Rate","director",0.211267605633803,2010,"2.5m-9m","2.5k-8k","C2364","CN1978","2010.151","0"
"1194",1,"Structural",100,"architect","residential",7.39188236413337,10.6552538157508,4.60517018598809,"Fixed Quote","director",0.4375,2010,"1d-3wk","600-2.5k","C2236",NA,"2010.152","0"
"1195",2,"Structural",73.68,"builder","edu_exten_community",7.52038440835289,8.34626251154896,4.29973139194705,"Hourly Rate","seniorpro",1.07317073170732,2010,"1d-3wk","600-2.5k","C2863",NA,"2010.153","0"
"1196",3,"Structural",95.24,"uni_school","edu_exten_community",8.65178651984399,8.16799026231621,4.29073337622749,"Hourly Rate","director",0.49648312268038,2010,"3wk-2.5m","2.5k-8k","C2726","CN1117","2010.155","0"
"1197",4,"Structural",82.65,"architect","hosp_health_carpark",10.2307847868001,10.1487839084915,4.36067530876285,"Fixed Quote","seniorpro",0.856063576712938,2010,"2.5m-9m","8k-60k",NA,NA,"2010.158","0"
"1198",1,"Structural",100,"sign_manufac","refurb/renovation",7.46599033628709,7.38398945797851,4.60517018598809,"Hourly Rate","director",0.155704225857626,2010,"2.5m-9m","600-2.5k",NA,NA,"2010.162","0"
"1199",26,"Structural",69.62,"architect","edu_exten_community",12.9782716100917,12.814697077168,3.41969196429832,"Fixed Quote","seniorpro",-0.257456866648319,2010,">3y","60k-1.8m","C2493",NA,"2010.165","1"
"1200",4,"Structural",75,"sign_manufac","industrial",7.59952172891161,7.90557069678047,4.1634040981536,"Hourly Rate","midpro",0.466135458167331,2010,"1d-3wk","600-2.5k","C2854","CN1398","2010.171","0"
"1201",2,"Structural",100,"sign_manufac","residential",6.71531931158896,6.63331843328038,4.26871794916688,"Hourly Rate","midpro",1.17142857142857,2010,"1d-3wk","600-2.5k",NA,NA,"2010.172","0"
"1202",2,"Structural",100,"builder","edu_exten_community",5.92554529533994,8.34626251154896,4.31748811353631,"Hourly Rate","director",-0.415254237288136,2010,"9m-1.5y","100-600","C2863",NA,"2010.173","1"
"1203",1,"Structural",100,"builder","residential",5.92554529533994,8.34626251154896,4.60517018598809,"Hourly Rate","director",1.15625,2010,"1d-3wk","100-600","C2863",NA,"2010.174","0"
"1204",3,"Structural",100,"uni_school","residential",9.09144830790538,8.23462070941196,3.91740847770448,"Hourly Rate","director",0.754781135030194,2010,"9m-1.5y","8k-60k","C2806",NA,"2010.176","0"
"1205",16,"Structural",59.29,"road_rail_gov_util","edu_exten_community",11.3562248930487,10.5093160361612,3.87535902105655,"Fixed Quote","seniorpro",0.107176171527756,2010,"1.5y-3y","60k-1.8m","C2620",NA,"2010.179","0"
"1206",4,"Structural",54.94,"engineer","hotel_office_dining",9.12184944524439,10.7442309075797,3.89792408104864,"Hourly Rate","seniorpro",0.688188188188188,2010,"9m-1.5y","8k-60k","C2887","CN1525","2010.180","0"
"1207",4,"Structural",36.92,"architect","residential",9.17186709681689,9.5446631573241,4.14440376209484,"Fixed Quote","seniortech",0.355504587155963,2010,"9m-1.5y","8k-60k","C2875","CN1038","2010.181","0"
"1208",2,"Civil",70.59,"developer/real estate","residential",8.05790923847412,7.76429600645052,4.25688849140738,"Fixed Quote","director",0.281938325991189,2010,"2.5m-9m","2.5k-8k","C2648",NA,"2010.183","0"
"1209",1,"Structural",100,"builder","refurb/renovation",7.64986348377246,10.4423570452036,4.60517018598809,"Hourly Rate","seniorpro",1.69686411149826,2010,"3wk-2.5m","600-2.5k","C2297","CN1902","2010.186","0"
"1210",7,"Structural",89.62,"architect","residential",10.2269004921222,9.97092327896841,4.43497480899198,"Hourly Rate","midpro",-0.318543726998996,2010,"1.5y-3y","8k-60k","C2093",NA,"2010.187","1"
"1211",8,"Structural",44.99,"architect","heritage_expert",10.3482996592217,10.7663823599921,3.84652402319545,"Fixed Quote","seniortech",-0.324696860143399,2010,"1.5y-3y","8k-60k","C2053",NA,"2010.188","1"
"1212",3,"Structural",74.67,"developer/real estate","residential",8.93566630634603,8.03241535913174,4.15888308335967,"Fixed Quote","midpro",1.1505376344086,2010,"3wk-2.5m","2.5k-8k","C2360","CN1191","2010.189","0"
"1213",3,"Structural",41.98,"uni_school","residential",8.65273483665285,8.16799026231621,4.06078777869326,"Hourly Rate","seniortech",0.426639621365788,2010,"2.5m-9m","2.5k-8k","C2726","CN1117","2010.192","0"
"1214",2,"Structural",100,"artist_landarch","edu_exten_community",8.44254025967944,8.51479030679993,4.60517018598809,"Fixed Quote","director",0.590697674418605,2010,"2.5m-9m","2.5k-8k","C2257","CN1440","2010.193","0"
"1215",3,"Structural",45.09,"uni_school","art_facade_awn_memb",8.57592544278547,8.01052557779891,4.00551334851548,"Hourly Rate","seniortech",0.802583025830258,2010,"3wk-2.5m","2.5k-8k","C2379",NA,"2010.194","0"
"1216",8,"Structural",78.19,"builder","edu_exten_community",10.080798610649,10.4423570452036,3.38167471517329,"Fixed Quote","seniorpro",0.320033000825021,2010,"2.5m-9m","8k-60k","C2297","CN1902","2010.195","0"
"1217",14,"Civil",21.05,"developer/real estate","civBldg_subdiv_sewer",12.0427092226752,11.9607083443666,4.25844557290253,"Fixed Quote","seniortech",-0.0867121023104477,2010,"9m-1.5y","60k-1.8m",NA,NA,"2010.197","1"
"1218",2,"Structural",31.18,"architect","edu_exten_community",9.08162021896911,10.6552538157508,4.23149440036933,"Fixed Quote","seniortech",0.557692307692308,2010,"1d-3wk","8k-60k","C2236",NA,"2010.199","0"
"1219",1,"Structural",100,"engineer","edu_exten_community",7.20082712737066,7.17491571571312,4.60517018598809,"Hourly Rate","seniorpro",0.652173913043478,2010,"1d-3wk","600-2.5k","C2064","CN1228","2010.204","0"
"1220",1,"Structural",100,"sign_manufac","sign_product",7.983007930301,8.59460783336366,4.60517018598809,"Hourly Rate","seniorpro",0.764705882352941,2010,"2.5m-9m","2.5k-8k","C2206","CN1096","2010.205","0"
"1221",1,"Structural",100,"architect","residential",6.00892690427899,9.37352158211771,4.60517018598809,"Hourly Rate","seniorpro",0.764705882352941,2010,"1d-3wk","100-600","C2641","CN1571","2010.207","0"
"1222",3,"Structural",97.62,"uni_school","residential",8.18821378092855,10.441093169772,4.2348308798553,"Hourly Rate","midpro",0.59375,2010,"2.5m-9m","2.5k-8k","C2456",NA,"2010.208","0"
"1223",1,"Structural",100,"sign_manufac","sign_product",10.2439991259962,8.59460783336366,4.60517018598809,"Hourly Rate","director",0.788674033149171,2010,"9m-1.5y","8k-60k","C2206","CN1096","2010.211","0"
"1224",1,"Structural",100,"architect","edu_exten_community",5.78578335296478,9.37352158211771,4.60517018598809,"Hourly Rate","seniorpro",0.764705882352941,2010,"1d-3wk","100-600","C2641","CN1571","2010.215","0"
"1225",1,"Structural",100,"builder","heritage_expert",9.00465917783299,8.32320059219371,4.60517018598809,"Fixed Quote","director",0.420454545454545,2010,"3wk-2.5m","8k-60k","C2113",NA,"2010.217","0"
"1226",1,"Structural",100,"person","residential",6.82723722779295,6.74523634948436,4.60517018598809,"Fixed Quote","director",0.517857142857143,2010,"9m-1.5y","600-2.5k",NA,NA,"2010.218","0"
"1227",1,"Structural",100,"builder","residential",7.03377304270749,8.32320059219371,4.60517018598809,"Fixed Quote","director",0.30625,2010,"1d-3wk","600-2.5k","C2113",NA,"2010.219","0"
"1228",1,"Structural",100,"builder","residential",7.39522126539888,8.32320059219371,4.60517018598809,"Fixed Quote","director",1.08333333333333,2010,"3wk-2.5m","600-2.5k","C2113",NA,"2010.221","0"
"1229",5,"Structural",60.22,"person","residential",9.80096445049556,9.71896357218697,4.05992563535164,"Fixed Quote","seniorpro",-0.227514780805577,2010,">3y","8k-60k",NA,NA,"2010.222","1"
"1230",3,"Structural",100,"biz_bldgserv_internal","wharf_bridge",9.20323677520195,11.1804610662265,4.519503359231,"Hourly Rate","seniorpro",0.650800812091135,2010,"2.5m-9m","8k-60k","C2002","CN1218","2010.223","0"
"1231",2,"Structural",25,"uni_school","hotel_office_dining",6.52772069769416,8.23462070941196,4.31748811353631,"Hourly Rate","seniortech",0.465116279069767,2010,"1d-3wk","600-2.5k","C2806",NA,"2010.224","0"
"1232",2,"Structural",100,"sign_manufac","sign_product",8.04057778212248,7.90557069678047,4.57006100887452,"Hourly Rate","midpro",0.450856055802156,2010,"2.5m-9m","2.5k-8k","C2854","CN1398","2010.225","0"
"1233",2,"Structural",100,"architect","residential",9.08162021896911,10.6552538157508,4.59279391492004,"Fixed Quote","seniorpro",0.158798283261803,2010,"2.5m-9m","8k-60k","C2236","CN1876","2010.228","0"
"1234",2,"Structural",100,"road_rail_gov_util","report",8.12758915911211,8.03268487596762,4.60517018598809,"Fixed Quote","director",0.5,2010,"1d-3wk","2.5k-8k","C2921",NA,"2010.229","0"
"1235",2,"Structural",100,"builder","art_facade_awn_memb",6.70207408483894,6.62007320653036,3.99911771227908,"Hourly Rate","midpro",0.2,2010,"3wk-2.5m","600-2.5k",NA,NA,"2010.231","0"
"1236",2,"Structural",100,"builder","hotel_office_dining",6.88439564163289,7.63034960506481,4.60517018598809,"Fixed Quote","director",0.621621621621622,2010,"3wk-2.5m","600-2.5k","C2491",NA,"2010.232","0"
"1237",4,"Structural",58.62,"architect","edu_exten_community",8.08836844595883,10.3335464065589,4.05126307251965,"Fixed Quote","director",0.266490765171504,2010,"2.5m-9m","2.5k-8k","C2314","CN1848","2010.233","0"
"1238",3,"Structural",29.41,"person","edu_exten_community",7.89194796478538,7.80994708647679,4.25688849140738,"Fixed Quote","midtech",0.881679389312977,2010,"2.5m-9m","2.5k-8k",NA,NA,"2010.234","0"
"1239",6,"Structural",99.29,"biz_bldgserv_internal","wharf_bridge",10.3480394269246,11.1804610662265,3.92789635458444,"Hourly Rate","midpro",0.703910660895229,2010,"9m-1.5y","8k-60k","C2002","CN1218","2010.236.1","0"
"1240",6,"Structural",99.29,"biz_bldgserv_internal","wharf_bridge",8.21205991830138,11.6490321262421,3.92789635458444,"Hourly Rate","midpro",0.654080389768575,2010,"9m-1.5y","2.5k-8k",NA,NA,"2010.236.10","0"
"1241",6,"Structural",99.29,"biz_bldgserv_internal","wharf_bridge",7.67411483181759,11.1804610662265,3.92789635458444,"Hourly Rate","midpro",0.653806047966632,2010,"9m-1.5y","600-2.5k","C2002","CN1218","2010.236.11","0"
"1242",6,"Structural",99.29,"biz_bldgserv_internal","wharf_bridge",8.4927218252143,11.1804610662265,3.92789635458444,"Hourly Rate","midpro",0.591150442477876,2010,"9m-1.5y","2.5k-8k","C2002","CN1218","2010.236.12","0"
"1243",6,"Structural",99.29,"biz_bldgserv_internal","wharf_bridge",9.79038553968602,11.1804610662265,3.92789635458444,"Hourly Rate","midpro",0.676360113326222,2010,"9m-1.5y","8k-60k","C2002","CN1218","2010.236.13","0"
"1244",6,"Structural",99.29,"biz_bldgserv_internal","wharf_bridge",8.02115969626538,11.1804610662265,3.92789635458444,"Hourly Rate","midpro",0.583779388847483,2010,"9m-1.5y","2.5k-8k","C2002","CN1218","2010.236.14","0"
"1245",6,"Structural",99.29,"biz_bldgserv_internal","wharf_bridge",9.30501065338543,11.1804610662265,3.92789635458444,"Hourly Rate","midpro",0.638661240868236,2010,"9m-1.5y","8k-60k","C2002","CN1218","2010.236.2","0"
"1246",6,"Structural",99.29,"biz_bldgserv_internal","wharf_bridge",9.37022778894184,11.1804610662265,3.92789635458444,"Hourly Rate","midpro",0.621540538513463,2010,"9m-1.5y","8k-60k","C2002","CN1218","2010.236.3","0"
"1247",6,"Structural",99.29,"biz_bldgserv_internal","wharf_bridge",9.14326102727061,11.1804610662265,3.92789635458444,"Hourly Rate","midpro",0.663127413127413,2010,"9m-1.5y","8k-60k","C2002","CN1218","2010.236.4","0"
"1248",6,"Structural",99.29,"biz_bldgserv_internal","wharf_bridge",9.38378031060155,11.1804610662265,3.92789635458444,"Hourly Rate","midpro",0.670668953687822,2010,"9m-1.5y","8k-60k","C2002","CN1218","2010.236.5","0"
"1249",6,"Structural",99.29,"biz_bldgserv_internal","hotel_office_dining",7.84947653767648,11.1804610662265,3.92789635458444,"Hourly Rate","midpro",0.662269129287599,2010,"9m-1.5y","2.5k-8k","C2002","CN1218","2010.236.6","0"
"1250",6,"Structural",99.29,"biz_bldgserv_internal","wharf_bridge",6.79434936094811,11.1804610662265,3.92789635458444,"Hourly Rate","midpro",0.657430730478589,2010,"9m-1.5y","600-2.5k","C2002","CN1218","2010.236.7","0"
"1251",6,"Structural",99.29,"biz_bldgserv_internal","wharf_bridge",8.48727878509632,11.1804610662265,3.92789635458444,"Hourly Rate","midpro",0.656949916422358,2010,"9m-1.5y","2.5k-8k","C2002","CN1218","2010.236.8","0"
"1252",6,"Structural",99.29,"biz_bldgserv_internal","wharf_bridge",9.13480986229803,11.1804610662265,3.92789635458444,"Hourly Rate","midpro",0.802690582959641,2010,"9m-1.5y","8k-60k","C2002","CN1218","2010.236.9","0"
"1253",7,"Structural",74.82,"engineer","edu_exten_community",10.4077287123146,9.87328604380301,3.73313554536847,"Fixed Quote","midpro",0.547622067216233,2010,"9m-1.5y","8k-60k","C2957",NA,"2010.237","0"
"1254",11,"Structural",43.18,"builder","edu_exten_community",10.7655011444262,10.4423570452036,4.03158224048579,"Fixed Quote","midtech",0.715888506181997,2010,"1.5y-3y","8k-60k","C2297","CN1902","2010.238","0"
"1255",5,"Structural",95.08,"artist_landarch","art_facade_awn_memb",10.3485678224564,9.17984508136626,3.6438820881832,"Fixed Quote","director",0.148133359952086,2010,"1.5y-3y","8k-60k","C2790","CN1789","2010.239","0"
"1256",4,"Water",100,"developer/real estate","waste_wat_manage",10.5867944077391,12.1456017337747,4.43722479513864,"Fixed Quote","seniorpro",0.235718879203993,2010,"9m-1.5y","8k-60k","C2522",NA,"2010.241","0"
"1257",1,"Structural",100,"resources","residential",9.45982662654372,10.6812182694309,4.60517018598809,"Hourly Rate","director",0.492218510240064,2010,"9m-1.5y","8k-60k","C2596",NA,"2010.244","0"
"1258",11,"Structural",67.28,"uni_school","refurb/renovation",12.704610445914,10.441093169772,3.65867794538081,"Fixed Quote","gradpro",0.0594400565574883,2010,">3y","60k-1.8m","C2456",NA,"2010.246","0"
"1259",2,"Structural",100,"hosp_institut_health","art_facade_awn_memb",7.80068637350705,7.71868549519847,4.55640002161866,"Hourly Rate","midpro",1.29591836734694,2010,"1d-3wk","600-2.5k",NA,NA,"2010.247","0"
"1260",2,"Structural",100,"sign_manufac","sign_product",7.61836481671309,8.59460783336366,4.08395746933561,"Hourly Rate","midpro",0.247920133111481,2010,"2.5m-9m","600-2.5k","C2206","CN1096","2010.252","0"
"1261",1,"Structural",100,"architect","residential",8.49383355406699,8.93047169529196,4.60517018598809,"Hourly Rate","director",1.16346153846154,2010,"3wk-2.5m","2.5k-8k","C2056","CN1654","2010.253","0"
"1262",1,"Structural",100,"hosp_institut_health","hosp_health_carpark",6.02217213102901,12.0238010874863,4.60517018598809,"Hourly Rate","seniorpro",0.52,2010,"1d-3wk","100-600","C2922","CN1669","2010.254","0"
"1263",1,"Structural",100,"sign_manufac","sign_product",6.59671356918111,8.59460783336366,4.60517018598809,"Hourly Rate","seniorpro",0.5,2010,"1d-3wk","600-2.5k","C2206","CN1096","2010.255","0"
"1264",12,"Civil",27.62,"road_rail_gov_util","waste_wat_manage",9.80636176494727,10.5093160361612,4.02374325503855,"Fixed Quote","midtech",0.0205233844510567,2010,"9m-1.5y","8k-60k","C2620",NA,"2010.256","0"
"1265",6,"Structural",67.6,"engineer","residential",11.3067107952209,10.7442309075797,3.77345035556421,"Hourly Rate","seniorpro",0.507150217396768,2010,"1.5y-3y","60k-1.8m","C2887",NA,"2010.257","0"
"1266",12,"Civil",79.92,"biz_bldgserv_internal","waste_wat_manage",11.3809902727155,11.2989893944069,4.25319845031993,"Fixed Quote","seniorpro",-0.0286625161658997,2010,">3y","60k-1.8m",NA,NA,"2010.259","1"
"1267",2,"Civil",100,"enviro_water","residential",7.92976341578219,7.84776253747361,4.5761532369176,"Hourly Rate","seniorpro",-0.280898876404494,2010,"2.5m-9m","2.5k-8k",NA,NA,"2010.260","1"
"1268",2,"Water",100,"road_rail_gov_util","waste_wat_manage",10.294442638572,11.3792645782474,4.3050105920252,"Fixed Quote","seniorpro",0.88942297688162,2010,"2.5m-9m","8k-60k","C2375",NA,"2010.261","0"
"1269",4,"Structural",92.36,"architect","residential",11.2716861754263,10.5589069050351,4.25504517291309,"Fixed Quote","director",0.684459614976005,2010,"9m-1.5y","60k-1.8m","C2688","CN1557","2010.262","0"
"1270",1,"Structural",100,"builder","residential",9.0741852404816,8.99218436217301,4.60517018598809,"Fixed Quote","director",0.5,2010,"2.5m-9m","8k-60k",NA,"CN1300","2010.266","0"
"1271",1,"Structural",100,"architect","residential",8.93566630634603,8.93047169529196,4.60517018598809,"Fixed Quote","director",0.944444444444444,2010,"2.5m-9m","2.5k-8k","C2056","CN1654","2010.267","0"
"1272",1,"Structural",100,"unknown","art_facade_awn_memb",8.7444988828395,8.66249800453092,4.60517018598809,"Fixed Quote","director",0.744970574920779,2010,"2.5m-9m","2.5k-8k",NA,"CN1300","2010.268","0"
"1273",4,"Structural",95.53,"enviro_water","wharf_bridge",9.72759167219562,9.53731046300849,4.40170670544071,"Fixed Quote","seniorpro",0.360655925349046,2010,"2.5m-9m","8k-60k","C2030","CN1850","2010.269","0"
"1274",1,"Structural",100,"road_rail_gov_util","heritage_expert",5.52008018723178,10.6722826439353,4.60517018598809,"Hourly Rate","director",0.4375,2010,"1d-3wk","100-600","C2967",NA,"2010.271","0"
"1275",2,"Structural",63.33,"architect","edu_exten_community",8.24963659355495,7.76667957538134,4.14835915052834,"Fixed Quote","seniorpro",2.00020426922684,2010,"2.5m-9m","2.5k-8k","C2801",NA,"2010.273","0"
"1276",1,"Structural",100,"person","residential",7.267387893889,7.18538701558042,4.60517018598809,"Hourly Rate","director",0.5,2010,"1d-3wk","600-2.5k",NA,NA,"2010.275","0"
"1277",2,"Structural",55.56,"enviro_water","refurb/renovation",6.59671356918111,10.0474749031134,4.01746351788614,"Hourly Rate","seniorpro",0.719745222929936,2010,"1d-3wk","600-2.5k","C2354",NA,"2010.276","0"
"1278",2,"Structural",100,"architect","edu_exten_community",8.9427837741149,8.40155784781731,4.55008021967013,"Fixed Quote","director",0.4050822122571,2010,"2.5m-9m","2.5k-8k","C2868","CN1488","2010.278","0"
"1279",1,"Structural",100,"artist_landarch","edu_exten_community",8.16532948709496,8.41396151927333,4.60517018598809,"Fixed Quote","director",0.62,2010,"3wk-2.5m","2.5k-8k","C2425","CN1747","2010.279","0"
"1280",6,"Civil",89.28,"road_rail_gov_util","waste_wat_manage",11.287653621062,10.7243680996056,4.32981186322514,"Fixed Quote","seniorpro",0.528373888736376,2010,"9m-1.5y","60k-1.8m","C2877",NA,"2010.280","0"
"1281",1,"Structural",100,"hosp_institut_health","residential",6.21322736779172,6.13122648948314,4.60517018598809,"Hourly Rate","director",0.4375,2010,"1d-3wk","100-600",NA,NA,"2010.281","0"
"1282",1,"Structural",100,"uni_school","hosp_health_carpark",6.52772069769416,8.16799026231621,4.60517018598809,"Fixed Quote","director",0.4,2010,"1d-3wk","600-2.5k","C2726","CN1326","2010.282","0"
"1283",1,"Structural",100,"builder","edu_exten_community",7.77365770111913,10.1390923391488,4.60517018598809,"Fixed Quote","director",0.140625,2010,"1d-3wk","600-2.5k","C2918","CN1155","2010.284","0"
"1284",1,"Structural",100,"uni_school","residential",6.122255589586,8.16799026231621,4.60517018598809,"Fixed Quote","director",0.4,2010,"1d-3wk","100-600","C2726","CN1326","2010.285","0"
"1285",1,"Structural",100,"sign_manufac","sign_product",7.2208678782541,7.90557069678047,4.60517018598809,"Hourly Rate","midpro",0.037037037037037,2010,"1d-3wk","600-2.5k","C2854","CN1398","2010.286","0"
"1286",1,"Structural",100,"builder","residential",6.75086424900837,6.66886337069979,4.60517018598809,"Hourly Rate","director",0.09375,2010,"1d-3wk","600-2.5k",NA,NA,"2010.287","0"
"1287",3,"Structural",100,"architect","edu_exten_community",8.86155833419231,10.0459540950504,3.94526433920795,"Fixed Quote","seniorpro",0.962264150943396,2010,"2.5m-9m","2.5k-8k","C2134","CN1507","2010.288","0"
"1288",2,"Structural",100,"sign_manufac","sign_product",9.188646013946,8.59460783336366,4.53560572260218,"Hourly Rate","seniorpro",0.54631217838765,2010,"1.5y-3y","8k-60k","C2206","CN1096","2010.289","0"
"1289",1,"Structural",100,"builder","hotel_office_dining",7.72692022326744,8.32320059219371,4.60517018598809,"Fixed Quote","director",0.375,2010,"3wk-2.5m","600-2.5k","C2113",NA,"2010.290","0"
"1290",1,"Structural",100,"builder","art_facade_awn_memb",5.92554529533994,10.4423570452036,4.60517018598809,"Fixed Quote","director",0.4375,2010,"1d-3wk","100-600","C2297",NA,"2010.291","0"
"1291",4,"Structural",91.61,"artist_landarch","residential",9.46629455740821,9.17984508136626,4.28675395416645,"Fixed Quote","midpro",0.134954697186457,2010,"9m-1.5y","8k-60k","C2790","CN1789","2010.292","0"
"1292",3,"Structural",52.48,"architect","hotel_office_dining",10.5865203224969,10.6552538157508,3.86115067505439,"Fixed Quote","midtech",0.437692125798061,2010,"2.5m-9m","8k-60k","C2236",NA,"2010.296","0"
"1293",2,"Structural",100,"person","residential",7.53498320777405,7.45298232946546,4.60517018598809,"Fixed Quote","director",0.0267857142857143,2010,"2.5m-9m","600-2.5k",NA,"CN1655","2010.298","0"
"1294",1,"Structural",100,"hosp_institut_health","residential",6.21322736779172,7.85652094539749,4.60517018598809,"Hourly Rate","director",0.4375,2010,"1d-3wk","100-600","C2939","CN1669","2010.299","0"
"1295",1,"Structural",100,"sign_manufac","art_facade_awn_memb",6.00892690427899,8.59460783336366,4.60517018598809,"Hourly Rate","seniorpro",0.764705882352941,2010,"1d-3wk","100-600","C2206","CN1096","2010.303","0"
