"","no.users","Discipline","pc.pro","Business","code.client","JD.Second","timespan.cbrt","inv.mlsto.log","client.totinv.log","pc.majpos.log","code.contact","Billing.Type","majority.pos","return.pdol","mlsto","Year"
"511",2,"Structural",46.93,"builder",NA,NA,9.03688565809579,9.68142498713331,9.52065855362014,NA,NA,NA,NA,0.20086129322535,"2006.201",2006
"512",5,"Structural",76.74,"builder","C2052",NA,7.65172473108956,9.76584795023454,10.1688960248513,3.71284009155878,NA,NA,"seniorpro",0.111714580016856,"2006.202",2006
"513",2,"Structural",95.3,"architect","C2056",NA,8.68012373555622,9.67490825982101,8.93047169529196,4.55702981066016,NA,NA,"director",0.259001161440186,"2006.207",2006
"514",2,"Civil",100,"gov","C2877",NA,3.47602664488645,9.92240236180906,10.7243680996056,4.60236625865536,NA,NA,"director",0.691520467836257,"2006.209",2006
"515",3,"Structural",33.92,"architect","C2020","architectural house",7.66876649056906,9.7261554276835,9.12785510033724,NA,NA,NA,NA,0.129926718162012,"2006.211",2006
"516",1,"Structural",100,"architect","C2973","architectural house",5.59344471040698,7.20828365487046,8.96565903885552,4.60517018598809,NA,NA,"director",0.28133704735376,"2006.214",2006
"517",1,"Structural",0,"builder","C2491",NA,0,6.01869958799663,7.63034960506481,NA,NA,NA,NA,1.5,"2006.216",2006
"518",3,"Structural",89.52,"architect","C2666","university",5.1924941018511,8.64543643322385,9.35044747216883,4.49446206400367,NA,NA,"director",0.667527993109388,"2006.218",2006
"519",5,"Civil",14.95,"developer/real estate",NA,NA,8.12814473929536,10.3163736456,10.1556072120869,NA,NA,NA,NA,0.714380881005912,"2006.219",2006
"520",2,"Structural",29.17,"builder","C2113",NA,2.41014226417523,7.22552546130497,8.32320059219371,NA,NA,NA,NA,0.282191780821918,"2006.220",2006
"521",4,"Water",99.43,"engineer","C2650",NA,8.08757939909006,9.72650593592403,9.50669423552512,4.04410334578535,NA,NA,"gradpro",0.0124919543525267,"2006.221",2006
"522",8,"Water",91.4,"person",NA,NA,11.4190918415801,10.9111946397887,10.7504282062755,4.23381660750869,NA,NA,"seniorpro",-0.142542045767852,"2006.223",2006
"523",3,"Water",100.01,"developer/real estate","C2707",NA,3.65930571002297,9.02154932931948,11.6476748655218,3.82209829790016,NA,NA,"director",0.190375685943436,"2006.224",2006
"524",2,"Structural",58.82,"architect","C2614",NA,2.41014226417523,7.02769971797505,9.64035239100384,4.07448193312585,NA,NA,"director",0.170731707317073,"2006.229",2006
"525",1,"Structural",100,"developer/real estate","C2572","heritage",3.07231682568585,8.51308498173917,10.9548149934773,4.60517018598809,NA,NA,"director",1.38151405879644,"2006.230",2006
"526",2,"Structural",14.51,"manufacturer/supplier","C2920",NA,3.82586236554478,8.56142580867346,8.44279717778255,NA,NA,NA,NA,0.356707317073171,"2006.232",2006
"527",1,"Structural",100,"internal","C2516",NA,0,5.64140535685516,9.03190126869645,4.60517018598809,NA,NA,"director",0.391304347826087,"2006.233",2006
"528",7,"Structural",21.72,"architect","C2236",NA,11.7325075463365,11.5828068831803,10.6552538157508,NA,NA,NA,NA,0.233159705810062,"2006.234",2006
"529",2,"Structural",19.3,"architect","C2056","industrial",5.01329793496458,8.23284371119145,8.93047169529196,NA,NA,NA,NA,0.336287799791449,"2006.235",2006
"530",2,"Structural",63.64,"internal","C2516","art/sculpture",5.59344471040698,7.78636150564562,9.03190126869645,4.15324220346959,NA,NA,"director",0.134163208852006,"2006.236",2006
"531",2,"Structural",14.75,"manufacturer/supplier","C2920","school",3.97905720789639,8.62666633054186,8.44279717778255,NA,NA,NA,NA,0.285520974289581,"2006.237",2006
"532",2,"Civil",12.99,"developer/real estate","C2845",NA,4.61043629205845,8.09814112967646,10.0198580354539,NA,NA,NA,NA,-0.130434782608696,"2006.239",2006
"533",4,"Structural",64,"architect","C2406","architectural house",11.0901679567955,10.2598207695933,9.62046129162054,3.89120786571423,NA,NA,"seniorpro",0.978643343842164,"2006.240",2006
"534",1,"Civil",100,"town planner",NA,"parks and open spaces",0,6.63388522708686,6.47311879357369,4.60517018598809,NA,NA,"director",0.608695652173913,"2006.242",2006
"535",2,"Structural",0,"builder","C2491",NA,8.08248004124438,8.89709515484608,7.63034960506481,NA,NA,NA,NA,0.36888400219901,"2006.245",2006
"536",1,"Structural",100,"architect","C2056","architectural house",1.91293118277239,6.4797345472596,8.93047169529196,4.60517018598809,NA,NA,"director",0.608695652173913,"2006.246",2006
"537",1,"Structural",100,"developer/real estate",NA,NA,4.71769398031653,8.22932602141986,8.06855958790669,4.60517018598809,NA,NA,"director",2.20628703424726,"2006.247",2006
"538",3,"Structural",49.04,"manufacturer/supplier","C2499",NA,4.25432086511501,9.9055593035476,9.6750707470239,NA,NA,NA,NA,0.505897490885696,"2006.249",2007
"539",2,"Structural",100,"architect",NA,NA,4.91868473445873,7.76166889305525,6.90775527898214,4.55429785561433,NA,NA,"seniorpro",-0.365834324217202,"2006.250",2006
"540",1,"Structural",100,"architect","C2614",NA,0,6.42416469610479,9.64035239100384,4.60517018598809,NA,NA,"director",1.28260869565217,"2006.251",2006
"541",2,"Structural",70.59,"architect","C2314","school",3.65930571002297,8.25101548514412,10.3335464065589,4.25688849140738,NA,NA,"director",2.65546218487395,"2006.253",2006
"542",2,"Structural",58.33,"builder",NA,NA,3.47602664488645,6.63773879640285,6.47697236288968,4.06611654076555,NA,NA,"director",0.176470588235294,"2006.254",2006
"543",2,"Structural",78.79,"business","C2448","industrial",11.525463425762,8.16713400116342,11.721464568612,4.3667860852576,NA,NA,"director",0.621621621621622,"2006.255",2006
"544",2,"Structural",31.58,"builder","C2863",NA,10.6147652308001,7.51022412317294,8.34626251154896,NA,NA,NA,NA,-0.201995012468828,"2006.256",2007
"545",2,"Structural",29.17,"architect",NA,"architectural house",5.73879354831717,7.00664630877722,6.84587987526405,NA,NA,NA,NA,-0.592190889370933,"2006.257",2006
"546",1,"Structural",100,"environment","C2713",NA,5.01329793496458,8.21592416533285,8.31471953826891,4.60517018598809,NA,NA,"director",0.941448382126348,"2006.259",2006
"547",1,"Structural",100,"architect","C2614",NA,1.91293118277239,6.42416469610479,9.64035239100384,4.60517018598809,NA,NA,"director",0.141304347826087,"2006.260",2006
"548",1,"Structural",0,"builder","C2491","architectural house",2.41014226417523,6.35517182461784,7.63034960506481,NA,NA,NA,NA,1.1304347826087,"2006.261",2006
"549",4,"Structural",80.83,"architect","C2973","multi-dwelling",7.22404512390326,10.0673741133855,8.96565903885552,4.3400320779712,NA,NA,"seniorpro",0.103465307325745,"2006.262",2006
"550",2,"Structural",36.84,"manufacturer/supplier","C2920","carpark",5.10446872200146,8.16713400116342,8.44279717778255,NA,NA,NA,NA,0.311475409836066,"2006.263",2006
"551",2,"Structural",5.07,"gov",NA,NA,5.59344471040698,9.00004312409852,8.14612951002541,NA,NA,NA,NA,0.0480349344978166,"2006.264",2006
"552",1,"Structural",100,"architect","C2056","architectural house",3.03658897187566,7.76166889305525,8.93047169529196,4.60517018598809,NA,NA,"director",0.739130434782609,"2006.265",2006
"553",2,"Structural",16.54,"builder","C2565","dining/retail",5.87713065921074,9.07000171270543,7.74716496652033,NA,NA,NA,NA,0.296766844826076,"2006.269",2006
"554",2,"Structural",25.81,"architect","C2056","architectural house",6.67942003163937,7.92293704065138,8.93047169529196,NA,NA,NA,NA,0.294765840220386,"2006.272",2006
"555",3,"Civil",43.91,"developer/real estate",NA,NA,5.66705110809706,10.378151900632,10.2173854671188,NA,NA,NA,NA,0.446308281600845,"2006.273",2006
"556",9,"Civil",53.56,"business","C2548",NA,10.65014804323,11.9564346425119,11.2420046675618,NA,NA,NA,NA,0.135594232927448,"2006.274",2006
"557",4,"Civil",73.01,"builder","C2150",NA,8.43900978926739,9.90335139662864,10.5616710658512,3.76584049525006,NA,NA,"seniorpro",0.385616926050249,"2006.275",2006
"558",5,"Structural",44.44,"architect","C2801","school",9.99332888394402,9.10714125965489,7.76667957538134,3.86828008248023,NA,NA,"seniortech",0.243418624079579,"2006.277",2006
"559",1,"Structural",100,"internal","C2516",NA,0,6.85780068117965,9.03190126869645,4.60517018598809,NA,NA,"director",0.565217391304348,"2006.279",2006
"560",1,"Structural",100,"lawyer",NA,NA,1.91293118277239,7.67679732299876,7.54433210805369,4.60517018598809,NA,NA,"director",0.68,"2006.281",2007
"561",3,"Structural",22.95,"manufacturer/supplier","C2499",NA,10.8520124817874,9.54452282547519,9.6750707470239,NA,NA,"Hourly Rate",NA,-0.0112332128120045,"2006.282",2007
"562",1,"Structural",0,"manufacturer/supplier","C2499","heritage",3.10723250595386,8.26767444560843,9.6750707470239,NA,NA,NA,NA,0.412313193475895,"2006.283",2007
"563",2,"Structural",40,"manufacturer/supplier",NA,NA,6.03681073679769,6.86586710678243,6.73340189183736,NA,NA,NA,NA,-0.314285714285714,"2007.001",2007
"564",6,"Civil",57.79,"developer/real estate","C2845",NA,10.5132108845925,10.1283040285454,10.0198580354539,NA,NA,NA,NA,0.267321309717497,"2007.002",2007
"565",2,"Structural",7.48,"manufacturer/supplier","C2499",NA,7.71384477197471,10.3859751007245,9.6750707470239,NA,NA,NA,NA,0.232713967913693,"2007.003",2006
"566",3,"Water",100,"gov","C2006","recycled water",5.59344471040698,10.5646618251281,10.7943090803508,4.19975507662997,NA,NA,"seniorpro",1.0109517037037,"2007.007",2007
"567",2,"Civil",52.63,"developer/real estate","C2331",NA,3.97905720789639,7.44568560203537,8.40737832540903,3.96328629936569,NA,NA,"seniorpro",-0.151343705799151,"2007.008",2007
"568",3,"Structural",93.62,"architect","C2406","architectural house",6.80409211595337,8.9288041477908,9.62046129162054,4.41859961490472,NA,NA,"director",0.848951048951049,"2007.012",2007
"569",1,"Structural",100,"architect","C2236",NA,4.61043629205845,7.62800715882933,10.6552538157508,4.60517018598809,NA,NA,"director",0.38996138996139,"2007.013",2007
"570",3,"Structural",95,"architect","C2314","school",6.3496042078728,8.29298346242257,10.3335464065589,4.44265125649032,NA,NA,"seniorpro",0.70316301703163,"2007.015",2007
"571",1,"Civil",0,"internal","C2516",NA,2.41014226417523,7.08901065809663,9.03190126869645,NA,NA,NA,NA,0.428571428571429,"2007.018",2007
"572",1,"Structural",0,"manufacturer/supplier","C2499","heritage",7.34959659655251,9.09761195968913,9.6750707470239,NA,NA,NA,NA,0.447255948142737,"2007.019",2007
"573",1,"Structural",100,"architect","C2056","architectural house",0,7.44568560203537,8.93047169529196,4.60517018598809,NA,NA,"director",0.428571428571429,"2007.020",2007
"574",2,"Structural",50.82,"architect","C2236",NA,6.03681073679769,10.0537926856095,10.6552538157508,3.92828997789202,NA,NA,"director",0.199764289923394,"2007.021",2007
"575",6,"Structural",86.76,"architect","C2314","school",7.26848237132856,10.4515332093305,10.3335464065589,4.40329876994942,NA,NA,"seniorpro",0.463744490732355,"2007.023",2007
"576",2,"Civil",12.53,"gov","C2620","parks and open spaces",4.61043629205845,9.28305558251548,10.5093160361612,NA,NA,NA,NA,0.234051974286654,"2007.024",2007
"577",1,"Structural",100,"developer/real estate","C2572",NA,0,6.71171642695517,10.9548149934773,4.60517018598809,NA,NA,"director",0.2,"2007.026",2007
"578",1,"Structural",100,"architect","C2130","hospital",0,6.34707331336726,11.8816888978167,4.60517018598809,NA,NA,"director",0.111111111111111,"2007.027",2007
"579",2,"Structural",100,"architect","C2118",NA,7.03384965599766,10.759386640646,9.95180141281468,4.26759734392285,NA,NA,"seniorpro",0.971246479917,"2007.029",2007
"580",2,"Structural",61.84,"manufacturer/supplier","C2949",NA,3.1748021039364,5.34195136778649,9.56735025981494,4.12455040427917,NA,NA,"director",-0.968437392204208,"2007.030",2007
"581",3,"Civil",74.14,"architect","C2498",NA,6.16224014774904,10.5043926747508,9.50949710794506,4.30338918915681,NA,NA,"seniorpro",0.235782219201851,"2007.034",2007
"582",3,"Structural",52.52,"architect","C2788","architectural house",8.92112140445635,10.2925310948816,9.70941724870763,3.9611940494346,NA,NA,"director",0.242415139681586,"2007.036",2007
"583",1,"Structural",100,"internal","C2516","architectural house",5.10446872200146,6.71171642695517,9.03190126869645,4.60517018598809,NA,NA,"director",0.2,"2007.038",2007
"584",7,"Structural",36.38,"builder","C2683","hospital",8.59974760391409,12.3825786690508,11.3839547423763,NA,NA,NA,NA,0.0223972028664397,"2007.039",2007
"585",2,"Water",100,"internal","C2516",NA,3.82586236554478,7.22254205072116,9.03190126869645,4.57347309924484,NA,NA,"seniorpro",0.108545034642032,"2007.041",2007
"586",2,"Structural",94.74,"architect","C2666","emergency services",2.41014226417523,7.22254205072116,9.35044747216883,4.55113629749561,NA,NA,"seniorpro",0.437125748502994,"2007.043",2007
"587",2,"Civil",73.17,"internal","C2516",NA,1.91293118277239,8.27569196531251,9.03190126869645,4.29278550089594,NA,NA,"director",0.362376237623762,"2007.044",2007
"588",1,"Structural",0,"builder","C2565",NA,0,5.83624768960127,7.74716496652033,NA,NA,NA,NA,0.411764705882353,"2007.048",2007
"589",1,"Structural",0,"internal","C2516",NA,0,6.46040199867426,9.03190126869645,NA,NA,NA,NA,0.882352941176471,"2007.052",2007
"590",1,"Structural",100,"unknown",NA,NA,4.12128529980856,7.19722424273687,7.0647590277918,4.60517018598809,NA,NA,"director",0.95,"2007.056",2007
"591",4,"Civil",53.85,"internal","C2516",NA,7.1269359672016,8.29583653140498,9.03190126869645,NA,NA,NA,NA,0.0122566690699351,"2007.057",2007
"592",1,"Structural",100,"internal","C2516",NA,5.1924941018511,6.75253842147542,9.03190126869645,4.60517018598809,NA,NA,"director",-0.23469387755102,"2007.058",2007
"593",2,"Structural",88.89,"hospital","C2939","hospital",8.06714323012272,6.88356668388183,7.85652094539749,4.48739965025358,NA,NA,"director",-0.347328244274809,"2007.059",2007
"594",1,"Structural",100,"builder","C2113","architectural house",1.91293118277239,7.65540613301744,8.32320059219371,4.60517018598809,NA,NA,"director",-0.55952380952381,"2007.062",2007
"595",3,"Structural",55.26,"internal","C2516",NA,11.4547687718435,8.77893074206544,9.03190126869645,4.01204931949527,NA,NA,"director",1.65268065268065,"2007.064",2007
"596",2,"Structural",100,"architect","C2302",NA,0,5.65392613280732,9.02182527474674,3.91202300542815,NA,NA,"director",0.818181818181818,"2007.066",2007
"597",4,"Water",66.97,"architect","C2262",NA,8.98763734707568,7.57671386444177,8.89168349522497,3.99138856080889,NA,NA,"gradpro",-0.205574912891986,"2007.067",2007
"598",1,"Structural",100,"builder","C2113","offices",0,7.17998243630236,8.32320059219371,4.60517018598809,NA,NA,"director",0.533333333333333,"2007.068",2007
"599",4,"Structural",45.99,"architect","C2656","architectural house",7.44101886073691,10.4857536894094,9.50459157039558,3.75185425327532,NA,NA,"director",0.521222410865874,"2007.069",2007
"600",1,"Structural",0,"builder","C2863","school",1.91293118277239,7.22254205072116,8.34626251154896,NA,NA,NA,NA,0.00840336134453781,"2007.070",2007
"601",4,"Civil",45.22,"business","C2548",NA,6.52651887934375,10.6275654372168,11.2420046675618,NA,NA,NA,NA,-0.521239705388471,"2007.072",2007
"602",2,"Water",100,"developer/real estate","C2040",NA,5.4401218254148,8.72383780453556,9.12031281452037,4.02320653438876,NA,NA,"seniorpro",0.422721268163805,"2007.073",2007
"603",3,"Civil",20.25,"unknown",NA,NA,8.2913443418497,10.4547453358002,10.3222801208552,NA,NA,NA,NA,0.411525738494574,"2007.074",2007
"604",24,"Water",97.01,"environment","C2670","water management",13.0432484661609,13.6389287533751,12.1465200207945,4.09467784001222,NA,NA,"seniorpro",0.261507307114135,"2007.075",2007
"605",2,"Structural",2,"architect","C2744",NA,5.55049910291155,8.1780534957486,11.3613823159112,NA,NA,NA,NA,0.031404958677686,"2007.079",2007
"606",2,"Structural",8.63,"architect","C2262","architectural house",6.73866410080533,8.5398435403541,8.89168349522497,NA,NA,NA,NA,0.309462915601023,"2007.080",2007
"607",4,"Water",98.15,"engineer","C2639","waste water",10.6177228139097,10.788311807673,10.3508697353453,4.53044663979215,NA,NA,"seniorpro",0.310584420597545,"2007.083",2007
"608",1,"Civil",100,"internal","C2516",NA,0,7.30258475839469,9.03190126869645,4.60517018598809,NA,NA,"seniorpro",0.188571428571429,"2007.085",2007
"609",9,"Civil",84.58,"architect","C2875",NA,8.54075011647375,10.5541511455766,9.5446631573241,4.17945134885266,NA,NA,"director",0.209234692720069,"2007.087",2007
"610",2,"Structural",100,"builder","C2781",NA,4.61043629205845,7.73336767448715,9.94824196495605,4.58710804316968,NA,NA,"director",-0.52465834818776,"2007.090",2007
"611",1,"Structural",100,"architect","C2056","architectural house",3.65930571002297,8.54429789070348,8.93047169529196,4.60517018598809,NA,NA,"director",0.363636363636364,"2007.093",2007
"612",3,"Structural",14.97,"architect","C2108",NA,7.5243652036411,9.52928515386387,12.8242972838027,3.84395827451402,NA,NA,"seniortech",0.144893111638955,"2007.094",2007
"613",2,"Structural",0,"engineer","C2704",NA,4.37951913988789,9.37913751616864,10.0494467737871,NA,NA,NA,NA,0.771680448301784,"2007.096",2007
"614",2,"Structural",35.33,"building services",NA,NA,6.37431108792909,9.49809847132729,8.67248607582227,NA,NA,NA,NA,0.443757725587145,"2007.100",2007
"615",2,"Structural",100,"internal","C2516",NA,8.83655592240361,7.9239880340958,9.03190126869645,4.60517018598809,NA,NA,"director",0.220096296856487,"2007.102",2007
"616",10,"Structural",48.33,"developer/real estate","C2543",NA,10.6265856918261,12.281205313828,11.2221456661813,3.71235181029908,NA,NA,"seniortech",-0.00181607149275156,"2007.103",2007
"617",2,"Structural",88.89,"architect",NA,"architectural house",7.19196634814781,7.73336767448715,7.60090245954208,4.48739965025358,NA,NA,"director",-0.281221922731357,"2007.104",2007
"618",1,"Structural",100,"gov","C2483","school",0,7.11718153506333,9.07754356661921,4.60517018598809,NA,NA,"director",1.4,"2007.106",2007
"619",2,"Structural",100,"architect","C2614",NA,8.1633102038347,9.03492080715195,9.64035239100384,4.51644825592729,NA,NA,"seniorpro",0.0396039603960396,"2007.109",2007
"620",5,"Civil",41.01,"architect","C2498","water management",8.65349742184445,10.7423246153693,9.50949710794506,NA,NA,NA,NA,-0.140486667020092,"2007.110",2007
"621",2,"Structural",99.43,"architect","C2875","architectural house",8.32514751727827,9.88890182476916,9.5446631573241,4.59945387899198,NA,NA,"director",0.23167469234885,"2007.111",2007
"622",1,"Structural",100,"gov","C2620","hospital",4.80589553370533,8.41646451919359,10.5093160361612,4.60517018598809,NA,NA,"director",0.113924050632911,"2007.113",2007
"623",1,"Structural",0,"builder","C2565","awning",0,6.306251318847,7.74716496652033,NA,NA,NA,NA,0.411764705882353,"2007.114",2007
"624",4,"Structural",43.94,"architect","C2236","health",6.9382320738158,10.8882381693794,10.6552538157508,NA,NA,NA,NA,-0.222834417332947,"2007.115",2007
"625",1,"Structural",100,"gov","C2620","hospital",6.47127362696036,9.42806543087207,10.5093160361612,4.60517018598809,NA,NA,"director",1.00367985280589,"2007.117",2007
"626",1,"Structural",100,"manufacturer/supplier","C2920","membrane shade structure",0,7.37669273054841,8.44279717778255,4.60517018598809,NA,NA,"director",0.435897435897436,"2007.118",2007
"627",2,"Structural",94.29,"builder","C2113","architectural house",5.31329284591305,8.01478013392534,8.32320059219371,4.54637513947759,NA,NA,"director",0.0412573673870334,"2007.119",2007
"628",4,"Water",99.99,"architect",NA,NA,12.3769255242724,11.4617745254913,11.0078956795043,4.01530135488165,NA,NA,"seniorpro",0.25624583109369,"2007.122",2007
"629",3,"Structural",27.66,"builder","C2917","architectural house",9.62620157034911,8.4265148550471,6.67708346124714,NA,NA,NA,NA,0.413427561837456,"2007.123",2007
"630",2,"Structural",10,"building services","C2831",NA,3.93649718310217,8.93892971530752,9.68673913370137,NA,NA,NA,NA,0.576381904802376,"2007.128",2007
"631",1,"Structural",0,"environment","C2185",NA,3.03658897187566,7.87746801846091,8.66812383534513,NA,NA,NA,NA,0.874239350912779,"2007.132",2007
"632",1,"Structural",0,"builder","C2570","hospital",0,6.34907131602993,6.02209074064974,NA,NA,NA,NA,1.35764705882353,"2007.133",2007
"633",1,"Structural",0,"manufacturer/supplier","C2920",NA,5.66705110809706,7.95651122580136,8.44279717778255,NA,NA,NA,NA,0.191895113230036,"2007.134",2007
"634",5,"Structural",76.6,"lawyer",NA,"expert opinion",9.35609523735209,9.47295627138629,9.34049105644123,4.30864916486911,NA,NA,"seniorpro",0.558939264328486,"2007.135",2007
"635",2,"Structural",100,"builder","C2917","emergency services",5.0787530781327,6.99939849940695,6.67708346124714,4.54169776303252,NA,NA,"seniorpro",-0.523277467411546,"2007.138",2007
"636",2,"Structural",11.07,"manufacturer/supplier","C2920","membrane shade structure",7.14003698192156,10.328622381444,8.44279717778255,NA,NA,NA,NA,-0.258843613513493,"2007.139",2007
"637",3,"Structural",88.06,"gov","C2620","hospital",6.42315828856237,9.16845219977647,10.5093160361612,4.11398377747445,NA,NA,"seniorpro",0.903225514097463,"2007.141",2007
"638",3,"Structural",49.3,"architect","C2474","architectural house",8.52243209752116,8.66946103365748,8.81424275163382,3.89792408104864,NA,NA,"director",0.267868241143567,"2007.142",2007
"639",2,"Structural",38.89,"manufacturer/supplier","C2920","membrane shade structure",4.7622031559046,7.95651122580136,8.44279717778255,NA,NA,NA,NA,0.373626373626374,"2007.144",2007
"640",5,"Water",98.94,"architect","C2022",NA,8.36344660736919,9.25397437321463,9.15204896359908,4.16480302587066,NA,NA,"seniorpro",-0.0462729598058775,"2007.145",2007
"641",2,"Structural",46.67,"builder","C2565",NA,3.82586236554478,7.11718153506333,7.74716496652033,NA,NA,NA,NA,-0.376623376623377,"2007.147",2007
"642",1,"Structural",100,"builder","C2863",NA,0,6.82949946261155,8.34626251154896,4.60517018598809,NA,NA,"director",1.16,"2007.148",2007
"643",1,"Structural",100,"builder","C2364",NA,0,6.01856924639522,7.37227514987162,4.60517018598809,NA,NA,"director",0.2,"2007.149",2007
"644",1,"Structural",0,"internal","C2516","architectural house",5.56129776652123,7.6925456799669,9.03190126869645,NA,NA,NA,NA,0.248780487804878,"2007.150",2007
"645",3,"Structural",100,"artist","C2790",NA,7.07404395510501,10.0439209371304,9.17984508136626,4.37626003977954,NA,NA,"seniorpro",0.291936674596013,"2007.152",2007
"646",5,"Structural",62.27,"architect","C2614","community",10.6940485726417,10.8836434078631,9.64035239100384,4.0095126267054,NA,NA,"seniorpro",0.217340286831812,"2007.155",2007
"647",1,"Structural",100,"builder","C2917",NA,3.82586236554478,7.0402204939272,6.67708346124714,4.60517018598809,NA,NA,"director",0.265822784810127,"2007.156",2007
"648",3,"Civil",26.72,"internal","C2516",NA,3.65930571002297,8.20024141072396,9.03190126869645,NA,NA,NA,NA,0.003933910306845,"2007.158",2007
"649",4,"Structural",48.98,"university","C2456","university",7.14003698192156,9.37042075395423,10.441093169772,3.82231709234365,NA,NA,"director",0.342059329988629,"2007.159",2007
"650",2,"Structural",99.07,"architect","C2875","architectural house",8.62670623669135,8.7683299360788,9.5446631573241,4.59582667098494,NA,NA,"director",0.317344252705469,"2007.161",2007
"651",4,"Water",99.99,"developer/real estate",NA,NA,6.59620228410148,10.069145734837,9.93668051989189,4.25957647491732,NA,NA,"seniorpro",0.152773905770839,"2007.162",2007
"652",1,"Structural",100,"architect","C2482","dining/retail",4.25432086511501,8.45120746763747,8.70764824810691,4.60517018598809,NA,NA,"director",0.589147286821705,"2007.164",2007
"653",1,"Civil",100,"architect","C2498",NA,5.34848124123936,9.25233368375717,9.50949710794506,4.60517018598809,NA,NA,"director",0.325834542815675,"2007.166",2007
"654",2,"Structural",100,"architect","C2108",NA,5.838272460814,8.55094243342215,12.8242972838027,4.12826278042556,NA,NA,"director",1.07322654462243,"2007.167",2007
"655",12,"Structural",57.57,"architect","C2493","hospital",11.0165041507816,13.2170124922651,12.814697077168,3.69684762376311,NA,NA,"seniorpro",0.43325776636849,"2007.168",2007
"656",1,"Structural",100,"builder","C2491",NA,3.03658897187566,6.99939849940695,7.63034960506481,4.60517018598809,NA,NA,"seniorpro",0.529880478087649,"2007.169",2007
"657",2,"Structural",39.34,"gov","C2620","hotel/resort",4.57885697021333,8.5619194920533,10.5093160361612,4.10528450226044,NA,NA,"seniortech",0.42015503875969,"2007.170",2007
"658",17,"Structural",62.05,"developer/real estate",NA,NA,12.1214518260677,12.7183175716791,12.585852356734,3.58988750490699,NA,NA,"midpro",0.0611126566914196,"2007.171",2007
"659",11,"Civil",61.52,"gov","C2620","civil works to bldg",11.5078711079713,11.7125912795755,10.5093160361612,3.65867794538081,NA,NA,"seniorpro",0.418784907984136,"2007.173",2007
"660",2,"Structural",1.47,"manufacturer/supplier","C2499",NA,4.46474509558454,10.5143584999911,9.6750707470239,NA,NA,NA,NA,0.69974237868069,"2007.176",2007
"661",2,"Structural",15.16,"manufacturer/supplier","C2920","membrane shade structure",4.43104762169363,9.53754966371376,8.44279717778255,NA,NA,NA,NA,0.190592846643802,"2007.177",2007
"662",1,"Structural",0,"builder","C2781",NA,2.71441761659491,7.34032508637754,9.94824196495605,NA,NA,NA,NA,0.0227272727272727,"2007.180",2007
"663",1,"Structural",0,"builder","C2863","emergency services",5.1924941018511,7.98022775241868,8.34626251154896,NA,NA,NA,NA,1.7379679144385,"2007.181",2007
"664",1,"Structural",0,"builder","C2863","emergency services",5.1924941018511,7.98022775241868,8.34626251154896,NA,NA,NA,NA,1.7379679144385,"2007.182",2007
"665",1,"Structural",0,"architect","C2666",NA,1,7.44568560203537,9.35044747216883,NA,NA,NA,NA,0.704545454545455,"2007.183",2007
"666",1,"Water",100,"environment","C2713",NA,4.6875481476536,8.66798936304603,8.31471953826891,4.60517018598809,NA,NA,"director",0.3125,"2007.184",2007
"667",1,"Structural",0,"architect","C2634",NA,5.36010841096536,8.29868148353721,8.65738982190952,NA,NA,NA,NA,0.87086761485639,"2007.185",2007
"668",2,"Structural",7.69,"builder","C2781",NA,2.46621207433047,6.93485997826938,9.94824196495605,NA,NA,NA,NA,-0.379310344827586,"2007.186",2007
"669",4,"Water",100,"developer/real estate","C2411",NA,7.44101886073691,11.2227285469786,10.4939226516826,3.85163585541305,NA,NA,"gradpro",0.425339858618815,"2007.187",2007
"670",1,"Structural",100,"builder","C2863","emergency services",0,7.60553430297727,8.34626251154896,4.60517018598809,NA,NA,"seniorpro",0.504273504273504,"2007.192",2007
"671",1,"Structural",100,"architect","C2236",NA,3.03658897187566,8.82361171348474,10.6552538157508,4.60517018598809,NA,NA,"director",1.1875,"2007.195",2007
"672",1,"Structural",100,"architect","C2606",NA,6.22308425320606,8.33494766152161,7.79126658797922,4.60517018598809,NA,NA,"director",-0.0592783505154639,"2007.196",2007
"673",1,"Structural",0,"business",NA,"extension",2.0800838230519,7.28708057185873,7.15461535691366,NA,NA,NA,NA,0.79020979020979,"2007.198",2007
"674",2,"Structural",12.24,"manufacturer/supplier","C2920",NA,2.41014226417523,7.44568560203537,8.44279717778255,NA,NA,NA,NA,0.511335012594458,"2007.199",2007
"675",4,"Structural",23.83,"architect","C2680",NA,8.70218820194996,11.2260041164661,10.949842397964,NA,NA,NA,NA,0.465497122168896,"2007.200",2007
"676",3,"Water",100,"internal","C2516",NA,5.63574079454424,8.66946103365748,9.03190126869645,3.9545076170343,NA,NA,"seniorpro",0.276595744680851,"2007.201",2007
"677",1,"Structural",100,"architect","C2614","architectural house",6.19715443474113,7.09848940205118,9.64035239100384,4.60517018598809,NA,NA,"seniorpro",0.139784946236559,"2007.202",2007
"678",2,"Structural",95.45,"builder","C2113","architectural house",1.91293118277239,7.6820743800996,8.32320059219371,4.55860255017176,NA,NA,"director",0.107871720116618,"2007.203",2007
"679",2,"Structural",100,"builder","C2863",NA,5.70826747338486,7.87746801846091,8.34626251154896,4.31039635972255,NA,NA,"seniorpro",-0.166816952209197,"2007.206",2007
