"","no.users","Discipline","pc.pro","Business","code.client","JD.Second","timespan.cbrt","inv.mlsto.log","client.totinv.log","pc.majpos.log","code.contact","Billing.Type","majority.pos","return.pdol","mlsto","Year"
"1",1,"Structural",0,"engineer","C2475",NA,9.5133699099061,8.57977752655008,11.7987991282354,NA,NA,NA,NA,0.464813793103448,"2002.005",2004
"2",4,"Civil",44.83,"developer/real estate",NA,NA,9.61539774357182,11.3430680623775,11.0911585515315,NA,NA,NA,NA,-0.264840234341199,"2002.027",2003
"3",3,"Civil",25.66,"building services","C2831",NA,10.5132108845925,10.2724976439968,9.68673913370137,NA,NA,NA,NA,-0.590917443544455,"2002.041",2003
"4",2,"Structural",100,"architect","C2180",NA,4.71769398031653,6.64883916606213,8.16308637558322,4.60517018598809,NA,NA,"director",-0.52,"2002.047",2003
"5",2,"Structural",97.67,"architect","C2837","architectural house",4.37951913988789,7.39570292331812,7.40806985472246,4.58159444945939,NA,NA,"director",0.226125913699599,"2002.053",2004
"6",3,"Civil",11.97,"developer/real estate","C2396",NA,5.4401218254148,9.79534422337091,11.3023525708299,NA,NA,NA,NA,0.422082247536793,"2002.077",2004
"7",2,"Structural",31.03,"architect","C2351","architectural house",6.75331341669382,9.36978394934013,8.36603536187465,NA,NA,NA,NA,-0.111216617210682,"2002.094",2004
"8",1,"Structural",100,"architect","C2351","architectural house",8.10283901904389,8.63390991629761,8.36603536187465,4.60517018598809,NA,NA,"director",-0.127577821011673,"2002.095",2004
"9",3,"Structural",59.51,"person",NA,NA,8.3106941071041,7.90041094918734,7.64850143834136,4.08614436565676,NA,NA,"director",-0.579490777866881,"2002.136",2003
"10",3,"Civil",9.1,"developer/real estate","C2740","Subdivision",9.8853573964768,9.80711182721701,9.76715280561177,NA,NA,NA,NA,-0.178777864966125,"2002.137",2003
"11",2,"Structural",48.39,"architect","C2053","multi-dwelling",9.95647752084935,7.93208515128258,10.7663823599921,NA,NA,NA,NA,-0.85254353881885,"2002.138",2003
"12",5,"Civil",21.54,"developer/real estate","C2845",NA,11.9791303926648,8.48505136404413,10.0198580354539,NA,NA,NA,NA,-0.810276974727222,"2002.142",2003
"13",5,"Civil",28.53,"developer/real estate",NA,NA,9.11779314613618,11.815478374067,11.563568863221,NA,NA,NA,NA,-0.334985016821543,"2002.163",2003
"14",6,"Water",47.17,"builder",NA,"water management",12.3002930284697,11.7130581961474,11.4611486853015,NA,NA,NA,NA,-0.09008360234366,"2002.180",2003
"15",1,"Structural",100,"architect","C2875","architectural house",0,5.44428123553601,9.5446631573241,4.60517018598809,NA,NA,"director",0.212126984126984,"2002.186",2005
"16",3,"Civil",13.44,"developer/real estate","C2740","Subdivision",9.93288388379269,10.1938520988637,9.76715280561177,NA,NA,NA,NA,-0.428599235001131,"2002.203",2003
"17",2,"Structural",100,"engineer",NA,"art/sculpture",3.97905720789639,7.46981089547184,7.24422751560335,4.60517018598809,NA,NA,"director",0.4,"2002.211",2004
"18",1,"Structural",100,"architect","C2406",NA,4.61043629205845,7.60435061108957,9.62046129162054,4.60517018598809,NA,NA,"director",0.114285714285714,"2002.219",2003
"19",3,"Civil",48.81,"developer/real estate",NA,NA,12.3703941639438,9.23123417724915,8.97932466640317,NA,NA,NA,NA,-0.878549665789598,"2003.006",2003
"20",3,"Structural",3.65,"architect","C2224","aged care",9.90917762687677,10.1603846048932,9.31154225248515,NA,NA,NA,NA,-0.0479348237968928,"2003.012",2003
"21",1,"Structural",100,"architect","C2614",NA,0,6.11168741131865,9.64035239100384,4.60517018598809,NA,NA,"director",0.2,"2003.033",2004
"22",3,"Structural",57.17,"developer/real estate","C2798","aged care",9.83736946891745,9.82102022986962,9.09259121074605,NA,NA,NA,NA,-0.573179599818606,"2003.041",2003
"23",2,"Structural",93.75,"architect","C2684","architectural house",5.8087857335637,5.08022324814829,7.87283617502572,4.54063166485052,NA,NA,"director",-0.837767683322518,"2003.048",2003
"24",2,"Structural",37.89,"architect","C2056","architectural house",5.51784835276224,7.58982251052666,8.93047169529196,NA,NA,NA,NA,-0.599635440401016,"2003.057",2003
"25",2,"Structural",100,"architect","C2614","architectural house",3.97905720789639,5.77337042870823,9.64035239100384,4.60517018598809,NA,NA,"director",-0.285714285714286,"2003.071",2003
"26",2,"Structural",54.55,"person",NA,NA,5.4401218254148,7.50490221528311,7.27931883541462,3.99911771227908,NA,NA,"director",0.32997019032332,"2003.075",2004
"27",2,"Civil",48.42,"person",NA,NA,8.75903827977578,8.4201889904628,8.16827947961682,NA,NA,NA,NA,-0.0255756453996713,"2003.079",2003
"28",5,"Structural",76.96,"architect","C2056","industrial",10.0728020335225,9.23398071796541,8.93047169529196,4.25872841832939,NA,NA,"director",-0.715152827409978,"2003.090",2003
"29",3,"Civil",44.48,"developer/real estate","C2392",NA,5.94392195276313,10.5716781341767,13.9559889914245,NA,NA,NA,NA,-0.571996249245643,"2003.093",2003
"30",2,"Structural",72.9,"architect","C2236","architectural house",7.7694620116725,7.55385322120852,10.6552538157508,4.28908863901461,NA,NA,"director",-0.789507894270002,"2003.100",2003
"31",5,"Civil",48.99,"developer/real estate","C2396",NA,12.6159870973265,11.7967308507998,11.3023525708299,NA,NA,NA,NA,-0.398864433073339,"2003.112",2003
"32",2,"Civil",24.29,"developer/real estate","C2845","Subdivision",9.08156312238126,8.51362447453018,10.0198580354539,NA,NA,NA,NA,-0.66370291252019,"2003.120",2003
"33",3,"Structural",37.89,"architect","C2684","architectural house",6.13579243966196,7.64517260560982,7.87283617502572,NA,NA,NA,NA,-0.701629561624971,"2003.124",2003
"34",2,"Structural",56.33,"architect","C2534",NA,12.4181316430326,8.4653748082405,8.61420737312978,4.03122725290662,NA,NA,"director",-0.530441518202943,"2003.127",2004
"35",2,"Structural",83.67,"internal","C2516",NA,6.31635959765638,8.39179964846063,9.03190126869645,4.42688049030751,NA,NA,"director",0.462097611630322,"2003.139",2004
"36",4,"Civil",28.19,"developer/real estate",NA,"water harvesting",10.2977152691554,10.5121732022005,10.2602636913545,NA,NA,NA,NA,-0.463594518490708,"2003.144",2003
"37",2,"Structural",87.18,"architect","C2314","hotel/resort",5.10446872200146,9.46168408689941,10.3335464065589,4.46797494681025,NA,NA,"director",0.604840664711632,"2003.158",2004
"38",2,"Structural",100,"architect","C2614",NA,10.8971122726476,7.45542215801974,9.64035239100384,4.60517018598809,NA,NA,"director",0.00454959053685168,"2003.167",2004
"39",1,"Structural",100,"architect","C2406","architectural house",3.27106631018859,5.30075719510232,9.62046129162054,4.60517018598809,NA,NA,"director",-0.2,"2003.173",2004
"40",2,"Structural",95.83,"architect","C2875","architectural house",6.59620228410148,5.81259114186151,9.5446631573241,4.56257578835567,NA,NA,"director",-0.777872703972661,"2003.178",2003
"41",2,"Civil",66.04,"builder","C2683","civil works to bldg",7.18551615065319,8.20618697551294,11.3839547423763,4.19026061905193,NA,NA,"director",0.343902784332232,"2003.183",2003
"42",2,"Structural",62.71,"architect","C2942",NA,7.99478827214056,6.36115709361035,7.91022370709734,4.13852092455493,NA,NA,"director",-0.653846153846154,"2003.194",2003
"43",2,"Structural",62.22,"person","C2133","architectural house",4.61043629205845,5.48568835625645,5.09834087451536,4.13067649146949,NA,NA,"director",-0.785530454675436,"2003.196",2003
"44",5,"Structural",48.97,"architect","C2053","community",8.04145151717812,8.58931792512024,10.7663823599921,NA,NA,NA,NA,-0.850659425911559,"2003.199",2003
"45",2,"Civil",7.98,"town planner","C2186",NA,10.2089374440029,8.72671698576578,9.66667855285783,NA,NA,NA,NA,-0.155134420449537,"2003.208",2003
"46",4,"Structural",9.28,"architect","C2053","community",12.5591859858942,11.0708554489522,10.7663823599921,NA,NA,NA,NA,-0.431230865616702,"2003.210",2003
"47",2,"Structural",63.24,"architect","C2680","architectural house",8.93784332063404,8.81598628816107,10.949842397964,4.14693701234127,NA,NA,"director",-0.332696593441579,"2003.211",2003
"48",3,"Structural",51.77,"developer/real estate","C2798",NA,6.48715411671635,7.96237912571752,9.09259121074605,NA,NA,NA,NA,-0.857399920379774,"2003.212",2003
"49",2,"Structural",78.07,"manufacturer/supplier",NA,NA,7.80792532177971,9.40211339185048,9.1502038810045,4.3576058601322,NA,NA,"director",-0.0514156194121944,"2003.218",2003
"50",2,"Structural",87.18,"architect","C2314","community",6.19715443474113,5.95569198550219,10.3335464065589,4.46797494681025,NA,NA,"director",-0.667128987517337,"2003.219",2003
"51",2,"Structural",62.16,"architect","C2666","architectural house",6.07317794375132,6.08085512845619,9.35044747216883,4.12971170605939,NA,NA,"director",-0.942799461641992,"2003.220",2003
"52",5,"Civil",59.04,"resources","C2562",NA,10.3415358620076,10.2993480455526,11.2405027737074,3.77276093809464,NA,NA,"seniorpro",0.19051619936651,"2003.224",2003
"53",4,"Civil",73.17,"developer/real estate","C2845",NA,8.3106941071041,9.66444841055398,10.0198580354539,4.20558774103808,NA,NA,"director",0.108366458108854,"2003.227",2003
"54",2,"Structural",96.04,"architect","C2236","extension",8.41083258521028,8.92610645107189,10.6552538157508,4.56476477135305,NA,NA,"director",0.15521327014218,"2003.229",2003
"55",1,"Structural",100,"internal","C2516","architectural house",7.7694620116725,5.03940125362803,9.03190126869645,4.60517018598809,NA,NA,"director",-0.829787234042553,"2003.230",2003
"56",1,"Structural",100,"internal","C2516","architectural house",7.48887238721851,7.86831615692403,9.03190126869645,4.60517018598809,NA,NA,"director",-0.162025577557756,"2003.231",2003
"57",1,"Structural",100,"architect","C2614","architectural house",7.88373516310524,6.48453432905497,9.64035239100384,4.60517018598809,NA,NA,"director",-0.195114624505929,"2003.235",2003
"58",2,"Structural",47.95,"architect","C2416","offices",6.64939976115097,10.0356276812451,9.17367638760459,NA,NA,NA,NA,0.134859058084572,"2003.245",2003
"59",2,"Structural",90.91,"architect","C2056","architectural house",6.25732474567597,7.85281197038806,8.93047169529196,4.50987000613377,NA,NA,"director",-0.0393852065321806,"2003.253",2003
"60",2,"Structural",41.13,"architect","C2056","architectural house",6.85412400183262,8.25827707849623,8.93047169529196,NA,NA,NA,NA,0.303922633923721,"2003.254",2003
"61",2,"Structural",39,"engineer","C2704","school",6.9520532897729,7.74745145473024,10.0494467737871,NA,NA,NA,NA,-0.587888500944422,"2003.255",2003
"62",2,"Structural",48.08,"architect","C2881","architectural house",7.31861142004594,6.50091903598551,7.21725999594439,NA,NA,NA,NA,-0.742857142857143,"2003.257",2003
"63",11,"Civil",47.23,"developer/real estate","C2845",NA,13.3513644936912,11.1128646707988,10.0198580354539,NA,NA,NA,NA,-0.173487221146947,"2003.259",2003
"64",5,"Water",69.3,"developer/real estate","C2048","waste water",9.78890873486475,10.9586615282163,10.0475091055272,4.00040011604556,NA,NA,"director",0.155424807176327,"2003.264",2003
"65",2,"Structural",55.19,"architect","C2056","architectural house",9.7153051327613,8.00880739620453,8.93047169529196,4.01078177745141,NA,NA,"director",-0.670522016679823,"2003.267",2004
"66",2,"Structural",84.38,"engineer","C2475",NA,6.54213262037718,9.43693207483788,11.7987991282354,4.43533040669619,NA,NA,"director",2.34821428571429,"2003.273",2003
"67",2,"Structural",96.67,"architect","C2314",NA,13.7998739749046,6.80483459187859,10.3335464065589,4.57130311647651,NA,NA,"director",-0.587982832618026,"2003.275",2004
"68",2,"Structural",73.17,"manufacturer/supplier","C2920",NA,5.4401218254148,7.0543042741703,8.44279717778255,4.29278550089594,NA,NA,"director",0.0431758910460736,"2003.276",2003
"69",2,"Structural",53.51,"builder","C2717",NA,8.69778425980009,8.58427801525015,8.31907146678818,3.97986855232321,NA,NA,"director",-0.686173907790815,"2003.280",2003
"70",2,"Structural",35.59,"interior design","C2350","architectural house",6.80409211595337,7.82147329758703,8.55569249056685,NA,NA,NA,NA,-0.0501193317422434,"2003.293",2004
"71",2,"Structural",26.67,"architect","C2314",NA,4.82028452835046,7.94426887506696,10.3335464065589,NA,NA,NA,NA,0.0325837540156035,"2004.002",2004
"72",2,"Structural",43.22,"architect","C2180",NA,3.47602664488645,8.79156673545416,8.16308637558322,NA,NA,NA,NA,0.338090990187333,"2004.003",2004
"73",2,"Structural",92.86,"manufacturer/supplier",NA,"architectural house",4.49794144527541,7.57802448011207,7.35244110024358,4.53109298259178,NA,NA,"director",0.15727002967359,"2004.004",2004
"74",2,"Structural",23.47,"business",NA,NA,6.31635959765638,9.29525034421123,9.06966696434274,NA,NA,NA,NA,0.161733025774747,"2004.005",2004
"75",3,"Structural",86.79,"business",NA,"membrane shade structure",5.87713065921074,7.43344325130097,7.20785987143248,4.46349140765615,NA,NA,"director",0.104972375690608,"2004.006",2004
"76",5,"Civil",73.63,"environment","C2354",NA,9.7153051327613,9.6482732564776,10.0474749031134,4.17669230357085,NA,NA,"director",-0.149456278759449,"2004.010",2004
"77",2,"Water",100,"engineer","C2384","recycled water",3.97905720789639,9.65483516026245,9.48310041262579,4.60517018598809,NA,NA,"director",-0.0623570621468927,"2004.011",2004
"78",2,"Structural",33.75,"environment",NA,NA,6.00924500691737,9.2734048223469,9.04782144247841,NA,NA,NA,NA,0.259124952597649,"2004.012",2004
"79",2,"Structural",43.62,"architect","C2056","architectural house",6.07317794375132,6.44019147829068,8.93047169529196,NA,NA,NA,NA,-0.842296167796877,"2004.015",2004
"80",1,"Water",100,"engineer","C2384",NA,5.87713065921074,7.59764483841014,9.48310041262579,4.60517018598809,NA,NA,"director",-0.835138860103627,"2004.019",2004
"81",2,"Structural",25.86,"architect","C2236",NA,8.3106941071041,8.55644699309324,10.6552538157508,NA,NA,NA,NA,-0.326708578381667,"2004.020",2004
"82",2,"Structural",35.12,"interior design","C2350","architectural house",14.0051001826005,9.26186793946775,8.55569249056685,NA,NA,NA,NA,-0.0977355605475545,"2004.021",2004
"83",1,"Structural",100,"manufacturer/supplier","C2949",NA,8.44368773356757,10.8619194798161,9.56735025981494,4.60517018598809,NA,NA,"director",0.186092903961243,"2004.023",2004
"84",2,"Structural",39.25,"architect","C2875","multi-dwelling",7.27478634879146,8.19804939584306,9.5446631573241,NA,NA,NA,NA,-0.474518686296716,"2004.028",2004
"85",2,"Structural",24.88,"engineer","C2704","school",7.69137168098118,9.36335305900984,10.0494467737871,NA,NA,NA,NA,0.243864271670657,"2004.041",2004
"86",1,"Structural",100,"builder","C2683","hospital",0,6.39936948377043,11.3839547423763,4.60517018598809,NA,NA,"director",0.2,"2004.043",2004
"87",1,"Structural",100,"gov","C2021","art/sculpture",5.27763208790408,8.58025764178695,9.12287434619491,4.60517018598809,NA,NA,"director",0.125827814569536,"2004.047",2004
"88",2,"Structural",77.78,"architect","C2614",NA,9.02462392572509,7.17255937200391,9.64035239100384,4.3538843287276,NA,NA,"director",0.241791044776119,"2004.048",2004
"89",3,"Civil",22.28,"environment",NA,NA,8.41083258521028,10.0618621827112,9.14313162228273,NA,NA,NA,NA,0.350131764196238,"2004.049",2004
"90",2,"Structural",27.94,"manufacturer/supplier","C2920","membrane shade structure",5.01329793496458,8.45509449883295,8.44279717778255,NA,NA,NA,NA,0.918649270913277,"2004.051",2004
"91",3,"Structural",46.29,"architect","C2481","architectural house",11.3986045280692,11.1447223569415,10.3115020747913,NA,NA,NA,NA,0.234262619273039,"2004.052",2004
"92",3,"Structural",38.4,"architect","C2053","school",8.72851873518604,11.3539578049709,10.7663823599921,NA,NA,NA,NA,0.217769778046821,"2004.054",2004
"93",7,"Civil",37.3,"engineer","C2475",NA,12.3420115855534,9.92683234177031,11.7987991282354,NA,NA,NA,NA,0.20878958271678,"2004.056.1",2004
"94",7,"Civil",37.3,"engineer","C2475",NA,12.3420115855534,10.8917863855432,11.7987991282354,NA,NA,NA,NA,0.172632492581116,"2004.056.2",2004
"95",7,"Structural",37.3,"engineer","C2475",NA,12.3420115855534,8.19112895299848,11.7987991282354,NA,NA,NA,NA,-0.591778880226789,"2004.056.3",2004
"96",7,"Structural",37.3,"engineer","C2475","multi-dwelling",12.3420115855534,12.1559025238122,11.7987991282354,NA,NA,NA,NA,0.0270813197386017,"2004.056.4",2004
"97",7,"Structural",37.3,"engineer","C2475",NA,12.3420115855534,9.02607404541869,11.7987991282354,NA,NA,NA,NA,0.147859922178988,"2004.056.5",2004
"98",7,"Civil",37.3,"engineer","C2475",NA,12.3420115855534,8.71437709676303,11.7987991282354,NA,NA,NA,NA,0.883720930232558,"2004.056.6",2004
"99",7,"Civil",37.3,"gov","C2006",NA,12.3420115855534,9.13431177385939,10.7943090803508,NA,NA,NA,NA,1.02742523505386,"2004.056.7",2004
"100",7,"Structural",37.3,"engineer","C2475",NA,12.3420115855534,9.73082966938577,11.7987991282354,NA,NA,NA,NA,0.0499980454243384,"2004.056.8",2004
"101",7,"Civil",37.3,"engineer","C2475","parks and open spaces",12.3420115855534,7.21029969998676,11.7987991282354,NA,NA,NA,NA,0.614953271028037,"2004.056.9",2004
"102",2,"Structural",70.59,"architect","C2314","multi-dwelling",7.61166261102024,6.80135632750227,10.3335464065589,4.25688849140738,NA,NA,"director",-0.495606326889279,"2004.058",2004
"103",9,"Civil",33.46,"developer/real estate","C2392","water management",11.7927370799407,14.3302421424873,13.9559889914245,NA,NA,NA,NA,0.33263506757714,"2004.063",2004
"104",2,"Structural",10.07,"architect","C2666",NA,5.87713065921074,6.33483096263286,9.35044747216883,NA,NA,NA,NA,-0.832946635730858,"2004.065",2004
"105",2,"Structural",7.28,"manufacturer/supplier","C2920","membrane shade structure",10.2089374440029,9.44587408269784,8.44279717778255,NA,NA,NA,NA,-0.30627198808711,"2004.070",2004
"106",2,"Structural",28.25,"manufacturer/supplier","C2920","membrane shade structure",4.12128529980856,9.77239598846589,8.44279717778255,NA,NA,NA,NA,0.358135474013533,"2004.071",2004
"107",1,"Water",100,"engineer","C2384",NA,7.73061405251592,11.3178453237536,9.48310041262579,4.60517018598809,NA,NA,"director",-0.147673535615772,"2004.076",2004
"108",2,"Structural",23.92,"manufacturer/supplier","C2377",NA,5.34848124123936,7.95751410181698,8.69450220638665,NA,NA,NA,NA,-0.659523631747928,"2004.077",2004
"109",2,"Civil",47.76,"architect","C2837",NA,6.31635959765638,8.42744371516571,7.40806985472246,NA,NA,NA,NA,0.410295766479799,"2004.078",2004
"110",4,"Structural",75.27,"builder","C2717",NA,10.5132108845925,8.91772266274559,8.31907146678818,4.29210192714589,NA,NA,"director",0.464628058526989,"2004.081",2004
"111",2,"Civil",50.59,"resources","C2596",NA,6.13579243966196,7.91349804973319,10.6812182694309,3.92375392830384,NA,NA,"director",-0.431278607847022,"2004.082",2004
"112",2,"Structural",61.11,"architect",NA,"architectural house",3.47602664488645,7.69295444678605,7.46737106691756,4.11267551890682,NA,NA,"director",0.178451178451178,"2004.084",2004
"113",2,"Structural",29.31,"manufacturer/supplier","C2920",NA,3.47602664488645,8.31199365519227,8.44279717778255,NA,NA,NA,NA,0.43329658213892,"2004.087",2004
"114",2,"Structural",100,"engineer","C2704","school",4.87699896107331,7.72112532375275,10.0494467737871,4.60517018598809,NA,NA,"director",-0.236641221374046,"2004.088",2004
"115",1,"Structural",0,"architect","C2224",NA,6.64939976115097,9.14020950769563,9.31154225248515,NA,NA,NA,NA,-0.0797773654916512,"2004.089",2004
"116",2,"Structural",6.15,"architect","C2314","architectural house",4.82028452835046,6.3783160745726,10.3335464065589,NA,NA,NA,NA,-0.81105527638191,"2004.090",2004
"117",6,"Structural",68.75,"gov","C2967",NA,12.9186238218288,10.5567866494476,10.6722826439353,4.14788532915013,NA,NA,"director",-0.276265544365099,"2004.093",2004
"118",2,"Structural",6.33,"architect","C2302",NA,11.816657504675,9.46742241890405,9.02182527474674,NA,NA,NA,NA,0.0571333452841302,"2004.095",2004
"119",2,"Structural",21.99,"manufacturer/supplier","C2920",NA,6.64939976115097,8.86720414965978,8.44279717778255,NA,NA,NA,NA,0.420864437613701,"2004.096",2004
"120",2,"Structural",29.54,"developer/real estate","C2355",NA,6.70175939537807,9.38146756604861,8.91395385889425,NA,NA,NA,NA,-0.0534732633683158,"2004.098",2004
"121",1,"Structural",100,"architect","C2236","extension",0,6.84565658639885,10.6552538157508,4.60517018598809,NA,NA,"director",0.5,"2004.099",2004
"122",2,"Structural",1.64,"architect","C2180","architectural house",10.0728020335225,9.77239598846589,8.16308637558322,NA,NA,NA,NA,0.165210153974199,"2004.103",2004
"123",1,"Structural",0,"builder","C2491",NA,0,6.33483096263286,7.63034960506481,NA,NA,NA,NA,0.333333333333333,"2004.104",2004
"124",3,"Water",90.87,"unknown",NA,NA,8.3106941071041,9.88859046143713,9.66300708156864,4.21405167158685,NA,NA,"director",0.59969481180061,"2004.109",2004
"125",2,"Structural",64.52,"architect","C2056","refurb/renovation",4.37951913988789,7.08204536446307,8.93047169529196,4.16697525325701,NA,NA,"director",0.550387596899225,"2004.111",2004
"126",2,"Structural",18.75,"architect","C2614",NA,3.03658897187566,7.6313951025384,9.64035239100384,NA,NA,NA,NA,0.290603921568627,"2004.114",2004
"127",2,"Structural",90,"engineer",NA,NA,0,5.92936585452469,5.7037824746562,4.49980967033027,NA,NA,"seniorpro",0.675977653631285,"2004.116",2004
"128",1,"Structural",100,"developer/real estate","C2360","architectural house",3.82586236554478,6.30666008566616,8.03241535913174,4.60517018598809,NA,NA,"director",0.25,"2004.118",2004
"129",2,"Structural",4.05,"architect","C2744",NA,6.90343594189956,9.84138885995284,11.3613823159112,NA,NA,NA,NA,0.267866349981827,"2004.119",2004
"130",1,"Structural",100,"hospital","C2939","hospital",3.27106631018859,6.57818503433065,7.85652094539749,4.60517018598809,NA,NA,"director",0.636363636363636,"2004.121",2007
"131",3,"Water",85.21,"engineer","C2639",NA,8.37771872824005,9.32752863644301,10.3508697353453,4.42843300748804,NA,NA,"director",0.329293333333333,"2004.122",2004
"132",2,"Water",100,"developer/real estate",NA,NA,3.27106631018859,7.32808273564314,7.10249935577465,4.60517018598809,NA,NA,"director",-0.532692307692308,"2004.123",2004
"133",1,"Water",100,"water",NA,"water management",4.12128529980856,8.60236441756798,8.37678103769949,4.60517018598809,NA,NA,"director",0.498275862068966,"2004.124",2004
"134",1,"Structural",100,"builder","C2683","hospital",1.91293118277239,8.48846995658993,11.3839547423763,4.60517018598809,NA,NA,"director",2.23105833333333,"2004.125",2004
"135",1,"Structural",0,"internal","C2516","architectural house",3.03658897187566,7.39570292331812,9.03190126869645,NA,NA,NA,NA,0.441241685144124,"2004.126",2004
"136",4,"Civil",32.97,"engineer","C2650",NA,7.09397094475071,10.5565567941821,9.50669423552512,NA,NA,NA,NA,-0.446960967296924,"2004.128",2004
"137",2,"Structural",85,"manufacturer/supplier","C2920","membrane shade structure",5.27763208790408,6.33483096263286,8.44279717778255,4.44265125649032,NA,NA,"director",-0.0126165660998354,"2004.129",2004
"138",1,"Structural",100,"builder","C2570",NA,0,5.97018784904495,6.02209074064974,4.60517018598809,NA,NA,"director",0.5625,"2004.130",2004
"139",2,"Structural",27.7,"builder","C2863","community",7.75286054653182,11.0565043532973,8.34626251154896,NA,NA,NA,NA,0.301349113486039,"2004.131",2004
"140",2,"Structural",11.63,"internal","C2516",NA,6.64939976115097,7.8988065009902,9.03190126869645,NA,NA,NA,NA,0.376,"2004.132",2004
"141",2,"Structural",44.44,"manufacturer/supplier","C2920","art/sculpture",3.65930571002297,8.04962939072478,8.44279717778255,NA,NA,NA,NA,0.101928374655647,"2004.134",2004
"142",2,"Structural",80,"architect","C2314","refurb/renovation",4.82028452835046,8.54676168735877,10.3335464065589,4.38202663467388,NA,NA,"director",1.31875881523272,"2004.135",2004
"143",3,"Structural",66.12,"architect","C2053","art/sculpture",3.03658897187566,8.33930946583924,10.7663823599921,4.19147127295282,NA,NA,"director",0.380022724925111,"2004.136",2004
"144",1,"Structural",100,"manufacturer/supplier","C2920","membrane shade structure",2.92401773821287,8.94088945287369,8.44279717778255,4.60517018598809,NA,NA,"director",0.0933632286995516,"2004.137",2004
"145",1,"Structural",0,"builder","C2570","hospital",1.91293118277239,6.18043580847974,6.02209074064974,NA,NA,NA,NA,0.243213617899284,"2004.138",2004
"146",3,"Water",80.75,"business",NA,"recycled water",6.25732474567597,9.96655200290684,9.74096862303835,4.34976167408661,NA,NA,"director",0.782250878020653,"2004.139",2004
"147",3,"Structural",38,"architect","C2236","dining/retail",9.73996337337792,9.4162443769526,10.6552538157508,NA,NA,NA,NA,0.0852385168788045,"2004.141",2004
"148",2,"Structural",25.74,"architect","C2614","architectural house",8.47628916788718,9.77239598846589,9.64035239100384,NA,NA,NA,NA,0.3715069432539,"2004.142",2004
"149",1,"Structural",100,"architect","C2406",NA,8.03112871826015,7.11313595153311,9.62046129162054,4.60517018598809,NA,NA,"director",-0.169491525423729,"2004.143",2004
"150",7,"Structural",22.28,"architect","C2614","aged care",12.8179760450937,10.7831227519544,9.64035239100384,NA,NA,NA,NA,0.454167280975333,"2004.144",2004
"151",1,"Structural",0,"manufacturer/supplier","C2920","membrane shade structure",1.91293118277239,6.80483459187859,8.44279717778255,NA,NA,NA,NA,1.00696864111498,"2004.148",2004
"152",1,"Structural",100,"architect",NA,"community",4.12128529980856,7.36445037981401,7.13886699994552,4.60517018598809,NA,NA,"director",0.4,"2004.149",2004
"153",2,"Structural",12.96,"architect","C2302",NA,6.31635959765638,8.30272001840695,9.02182527474674,NA,NA,NA,NA,-0.604252442696491,"2004.150",2004
"154",7,"Water",74.59,"developer/real estate","C2411",NA,10.319672084607,10.6715237033482,10.4939226516826,4.23497569196185,NA,NA,"director",0.256438236099699,"2004.153",2004
"155",2,"Structural",9.52,"manufacturer/supplier","C2920","dining/retail",2.41014226417523,7.69295444678605,8.44279717778255,NA,NA,NA,NA,0.787538304392237,"2004.154",2004
"156",3,"Civil",76.81,"developer/real estate","C2966",NA,6.37431108792909,7.55204899370882,10.328779797444,4.32227663026811,NA,NA,"director",-0.01089962583374,"2004.156",2004
"157",1,"Civil",0,"person",NA,NA,3.27106631018859,7.82648583941058,7.60090245954208,NA,NA,NA,NA,0.203731567860367,"2004.157",2004
"158",2,"Structural",85.58,"gov","C2021",NA,5.1924941018511,9.77773883287638,9.12287434619491,4.44945161098867,NA,NA,"director",1.21218074656189,"2004.158",2004
"159",5,"Civil",63.36,"developer/real estate","C2572",NA,9.40910540677263,12.6882082015868,10.9548149934773,4.094177881665,NA,NA,"seniorpro",0.344951590882603,"2004.159",2004
"160",2,"Structural",36.51,"architect","C2666","school",6.59620228410148,8.5019780847318,9.35044747216883,NA,NA,NA,NA,-0.233208136188479,"2004.160",2004
"161",1,"Structural",0,"architect","C2302","architectural house",7.34959659655251,9.11571848768733,9.02182527474674,NA,NA,NA,NA,0.675455500040386,"2004.163",2004
"162",2,"Structural",50.56,"developer/real estate",NA,"architectural house",9.5133699099061,11.0647720577986,10.8391886779301,3.9231607498386,NA,NA,"director",0.350282942281893,"2004.164",2004
"163",3,"Structural",26.16,"developer/real estate","C2572",NA,7.14003698192156,10.2151545875267,10.9548149934773,NA,NA,NA,NA,-0.158708055433231,"2004.165",2004
"164",2,"Structural",48.53,"architect","C2056",NA,7.92109939504836,9.60987705896811,8.93047169529196,NA,NA,NA,NA,0.326977223941345,"2004.166",2004
"165",2,"Structural",43.96,"architect","C2056","architectural house",7.84601336512444,8.92842591817136,8.93047169529196,NA,NA,NA,NA,0.174004192872117,"2004.167",2004
"166",2,"Structural",50.64,"architect","C2875","architectural house",10.9474073495969,10.559797596915,9.5446631573241,3.92474177783592,NA,NA,"director",0.341011615490226,"2004.168",2004
"167",2,"Structural",32.35,"architect","C2351","architectural house",5.36010841096536,8.10789829884876,8.36603536187465,NA,NA,NA,NA,0.0119331742243437,"2004.169",2004
"168",2,"Civil",18.18,"architect",NA,NA,10.5850983202777,7.91349804973319,7.6879146698647,NA,NA,NA,NA,1.22351082802548,"2004.171",2004
