"","X","no.users","Discipline","pc.pro","Business","JD.Second","inv.mlsto.log","client.totinv.log","pc.majpos.log","Billing.Type","majority.pos","return.pdol","Year","b.timespan.cbrt","b.inv.log","code.client","code.contact","mlsto","b.rpdol","f.rpdol","log","rf","boost","norm.log","norm.rf","norm.boost"
"173",173,3,"Civil",41.67,"architect","civBldg_subdiv_sewer",9.63234954133737,10.6552538157508,3.82231709234365,"Hourly Rate","director",2.11931649255185,2004,"2.5m-9m","8k-60k","C2236",NA,"2004.178",0,"profit",0.266701558092067,0.526,0.266443575771809,0.643687661263501,0.72525857457875,-1.32259278097546
"174",174,3,"Structural",8.29,"architect","residential",10.1492814527882,10.6552538157508,4.31748811353631,"Hourly Rate","midtech",-0.0193717850497975,2007,"1.5y-3y","8k-60k","C2236",NA,"2004.179",1,"loss",0.370438627723396,0.346,0.330387227987822,0.718189010770168,0.58821764679411,-1.10748989429368
"175",175,2,"Structural",45.99,"architect","hotel_office_dining",9.96655200290684,10.6552538157508,3.88259419473733,"Hourly Rate","director",0.405655697039854,2004,"1.5y-3y","8k-60k","C2236",NA,"2004.180",0,"profit",0.164487588431413,0.294,0.179737979338413,0.547912293082578,0.542217668469038,-1.71625515895145
"176",176,2,"Structural",58.06,"hosp_institut_health","hosp_health_carpark",7.70431820543637,7.85652094539749,4.06147695859648,"Fixed Quote","director",0.415433826469412,2004,"3wk-2.5m","600-2.5k","C2939",NA,"2004.181",0,"profit",0.256757764739534,0.348,0.256684460368773,0.635586301853393,0.589915248150105,-1.35990772909336
"177",177,2,"Structural",14.29,"architect","residential",7.74852429794086,9.64035239100384,4.46002880031842,"Fixed Quote","director",0.121212121212121,2004,"1d-3wk","600-2.5k","C2614",NA,"2004.182",0,"profit",0.193806890868,0.191,0.159778181164398,0.578703894209605,0.437035467668243,-1.83396879336769
"178",178,2,"Structural",42.08,"architect","residential",9.73617944398999,9.50459157039558,3.76676599277101,"Hourly Rate","director",0.331890505548705,2004,">3y","8k-60k","C2656",NA,"2004.184",0,"profit",0.150472577108425,0.08,0.103861814192915,0.531886686426232,0.282842712474619,-2.2646939730417
"179",179,2,"Structural",27.12,"engineer","hosp_health_carpark",8.16295807603179,10.0494467737871,4.28040910529489,"Fixed Quote","director",1.28087324861518,2004,"3wk-2.5m","2.5k-8k","C2704",NA,"2004.187",0,"profit",0.068582865395227,0.142,0.0555988456097453,0.409328397594507,0.376828873628335,-2.8895928403558
"180",180,2,"Structural",52.92,"architect","art_facade_awn_memb",9.15554825457533,8.50512061018197,3.96878133924676,"Fixed Quote","director",0.120712034118302,2004,">3y","8k-60k","C2142",NA,"2004.189",0,"profit",0.0917409804235021,0.241,0.138446573476429,0.451011683388666,0.490917508345343,-1.97727077884854
"181",181,2,"Structural",34.19,"sign_manufac","art_facade_awn_memb",8.09651297662363,8.44279717778255,4.17776617036117,"Fixed Quote","director",0.448714404202378,2004,"9m-1.5y","2.5k-8k","C2920",NA,"2004.191",0,"profit",0.161193600758919,0.225,0.181571123966135,0.544230151451882,0.474341649025257,-1.70610783445527
"182",182,2,"Structural",56,"hosp_institut_health","edu_exten_community",7.46981089547184,7.24422751560335,4.02535169073515,"Hourly Rate","director",0.513922681805894,2004,"2.5m-9m","600-2.5k",NA,NA,"2004.192",0,"profit",0.351983950832781,0.301,0.490430638600047,0.706058936002351,0.548634668973808,-0.712471419557961
"183",183,2,"Water",97.67,"engineer","flood_h2o_harvest",8.45060443356008,9.48310041262579,4.58159444945939,"Fixed Quote","director",0.754735605170388,2004,"2.5m-9m","2.5k-8k","C2384",NA,"2004.194",0,"profit",0.0961603834219048,0.13,0.113295613166765,0.458140545690048,0.360555127546399,-2.1777548304377
"184",184,1,"Structural",100,"builder","hosp_health_carpark",6.33627436487091,6.02209074064974,4.60517018598809,"Fixed Quote","director",0.33269259204495,2004,"1d-3wk","100-600","C2570",NA,"2004.195",0,"profit",0.115184420672235,0.004,0.0629389584565024,0.486554224254603,0.0632455532033676,-2.76558993567946
"185",185,2,"Structural",75.09,"architect","residential",10.2517309451405,10.1896059030117,4.31868739411179,"Fixed Quote","director",0.123897104510998,2004,"1.5y-3y","8k-60k","C2690",NA,"2004.196",0,"profit",0.195461648787023,0.09,0.110229235746238,0.580346254590774,0.3,-2.20519312029559
"186",186,2,"Structural",21.74,"sign_manufac","edu_exten_community",7.08204536446307,8.44279717778255,4.60517018598809,"Fixed Quote","seniorpro",0.474010861132661,2004,"2.5m-9m","600-2.5k","C2920",NA,"2004.197",0,"profit",0.370333452362916,0.159,0.157501447788973,0.718121034653648,0.398748040747538,-1.84832062844776
"187",187,4,"Structural",33.28,"developer/real estate","residential",10.5730353396634,10.9548149934773,4.27430221608671,"Fixed Quote","director",0.131802796408725,2004,"9m-1.5y","8k-60k","C2572",NA,"2004.199",0,"profit",0.363889726653041,0.352,0.307994524159208,0.713931588732607,0.593295878967653,-1.17767327487047
"188",188,3,"Structural",42.55,"architect","residential",9.80748730827715,8.93047169529196,4.04147107261503,"Fixed Quote","director",0.659798534798535,2004,"9m-1.5y","8k-60k","C2056",NA,"2004.201",0,"profit",0.293733103554281,0.107,0.209803542707028,0.66473870191277,0.327108544675923,-1.56158369704703
"189",189,1,"Structural",100,"architect","edu_exten_community",6.91019510753642,9.64035239100384,4.60517018598809,"Hourly Rate","director",0.939393939393939,2004,"1d-3wk","600-2.5k","C2614",NA,"2004.203",0,"profit",0.0246834804581849,0.003,0.0519140600424709,0.29116251735459,0.0547722557505166,-2.95816561909282
"190",190,2,"Structural",65,"biz_bldgserv_internal","residential",6.55352016359769,9.03190126869645,4.17438726989564,"Hourly Rate","director",0.25069793411502,2004,"2.5m-9m","600-2.5k","C2516",NA,"2004.205",0,"profit",0.410445231376062,0.389,0.399308448056463,0.74316469788557,0.623698645180507,-0.918021107970573
"191",191,2,"Structural",67.92,"architect","residential",8.88884381081941,8.93047169529196,4.21833054200309,"Fixed Quote","director",0.703226091307803,2004,"9m-1.5y","2.5k-8k","C2056",NA,"2004.207",0,"profit",0.3144957414834,0.123,0.207659832700334,0.680045946638316,0.350713558335004,-1.57185395774939
"192",192,1,"Structural",100,"architect","residential",9.44587408269784,9.50459157039558,4.60517018598809,"Fixed Quote","director",-0.418286537077034,2004,"2.5m-9m","8k-60k","C2656",NA,"2004.209",1,"loss",0.0747835075611015,0.244,0.0769188056749056,0.421310170940635,0.493963561409139,-2.5650048852294
"193",193,3,"Civil",100,"builder","residential",9.97307480077821,9.74749142090972,3.92296294546648,"Fixed Quote","director",0.428020029209264,2004,"2.5m-9m","8k-60k",NA,NA,"2004.211",0,"profit",0.109811276416746,0.145,0.0955310063902872,0.478867812508938,0.380788655293195,-2.34830440994688
"194",194,1,"Structural",100,"sign_manufac","art_facade_awn_memb",5.49858293843224,8.44279717778255,4.60517018598809,"Hourly Rate","director",0.3,2004,"1d-3wk","100-600","C2920",NA,"2004.212",0,"profit",0.0228143440675589,0.003,0.0702792063718546,0.283619440302816,0.0547722557505166,-2.65527930810243
"195",195,1,"Structural",100,"engineer","residential",7.60334228809636,10.0494467737871,4.60517018598809,"Fixed Quote","director",0.6,2004,"1d-3wk","600-2.5k","C2704",NA,"2004.213",0,"profit",0.0343456203901463,0.037,0.0360138438160344,0.325055202899572,0.192353840616713,-3.3238518640012
"196",196,4,"Water",100,"engineer","civBldg_subdiv_sewer",11.2285828163156,9.48310041262579,4.5560849782976,"Hourly Rate","director",0.398474704546778,2004,"1.5y-3y","60k-1.8m","C2384",NA,"2004.216",0,"profit",0.0627687015213396,0.331,0.194686607678486,0.397418166023926,0.575325994545701,-1.63636415336375
"197",197,1,"Water",100,"enviro_water","flood_h2o_harvest",5.92936585452469,9.52515111181622,4.60517018598809,"Hourly Rate","director",1,2004,"1d-3wk","100-600","C2575",NA,"2004.217",0,"profit",0.061698470925275,0.082,0.0877021394110424,0.395146494666916,0.286356421265527,-2.43380898524884
"198",198,2,"Structural",27.27,"sign_manufac","edu_exten_community",6.44019147829068,8.44279717778255,4.31748811353631,"Hourly Rate","midpro",0.592356687898089,2004,"3wk-2.5m","600-2.5k","C2920",NA,"2004.218",0,"profit",0.255680415113064,0.095,0.161280066848355,0.634696087122201,0.308220700148449,-1.82461287961289
"199",199,2,"Structural",20,"sign_manufac","art_facade_awn_memb",6.44019147829068,8.44279717778255,4.60517018598809,"Fixed Quote","director",2.78787878787879,2004,"3wk-2.5m","600-2.5k","C2920",NA,"2004.219",0,"profit",0.185847262112954,0.043,0.109199553442883,0.570670455676704,0.207364413533277,-2.21457830503058
"200",200,2,"Structural",43.18,"road_rail_gov_util","sign_product",8.14493957052911,8.46589989702869,4.00551334851548,"Hourly Rate","seniorpro",0.88034188034188,2004,"1d-3wk","2.5k-8k","C2141",NA,"2004.220",0,"profit",0.00883403306783567,0.123,0.0463714617495347,0.206721829658906,0.350713558335004,-3.07107105747126
"201",201,2,"Structural",8.62,"sign_manufac","art_facade_awn_memb",8.9619121012014,8.44279717778255,4.38202663467388,"Hourly Rate","director",0.50416817687568,2004,"2.5m-9m","2.5k-8k","C2920",NA,"2004.221",0,"profit",0.0868746797921853,0.091,0.142003770065572,0.442891901383226,0.301662062579967,-1.95190167197577
"202",202,4,"Civil",29.69,"unknown","refurb/renovation",11.0812661154781,10.4159617167124,4.25049324471203,"Fixed Quote","director",-0.13891723009878,2004,">3y","60k-1.8m","C2579",NA,"2004.222",1,"loss",0.0268399586502143,0.392,0.0858258616505633,0.29940607922971,0.626099033699941,-2.45543490006672
"203",203,2,"Structural",19.23,"architect","residential",7.05807617435008,8.93047169529196,4.60517018598809,"Fixed Quote","director",0.191393705844573,2004,"3wk-2.5m","600-2.5k","C2056",NA,"2004.224",0,"profit",0.423315875060769,0.279,0.270528076297136,0.750852881644092,0.52820450584977,-1.30737939200739
"204",204,1,"Structural",100,"enviro_water","heritage_expert",7.53880376695879,8.31471953826891,4.60517018598809,"Fixed Quote","director",1,2004,"1d-3wk","600-2.5k","C2713",NA,"2004.226",0,"profit",0.0124181953466351,0.003,0.0311992732783111,0.231572061817321,0.0547722557505166,-3.46736047679979
"205",205,1,"Structural",100,"artist_landarch","art_facade_awn_memb",5.52390074641653,8.41396151927333,4.60517018598809,"Fixed Quote","director",1,2004,"1d-3wk","100-600","C2425",NA,"2004.227",0,"profit",0.0339564118502565,0.031,0.0518105488797188,0.323822681038822,0.17606816861659,-2.96016150412318
"206",206,1,"Structural",100,"architect","residential",8.65939496234568,9.5446631573241,4.60517018598809,"Fixed Quote","director",0.559322033898305,2004,"3wk-2.5m","2.5k-8k","C2875",NA,"2004.228",0,"profit",0.0719772049431199,0.069,0.0722475032838722,0.415972856616085,0.262678510731274,-2.6276575092113
"207",207,2,"Structural",44.1,"architect","edu_exten_community",11.1755123487438,9.35044747216883,4.12519702570487,"Fixed Quote","seniorpro",1.0572563894157,2004,"9m-1.5y","60k-1.8m","C2666",NA,"2004.229",0,"profit",0.121614183170675,0.201,0.209790050660316,0.495444192880549,0.448330235429198,-1.5616480071172
"208",208,2,"Structural",23.53,"architect","residential",9.63477461058984,10.6552538157508,4.14440376209484,"Fixed Quote","midpro",0.601575319986872,2004,"9m-1.5y","8k-60k","C2236",NA,"2004.230",0,"profit",0.386454321586157,0.245,0.197975616813068,0.728393490725316,0.494974746830583,-1.61961140327961
"209",209,1,"Structural",100,"architect","residential",8.36297920992514,9.02182527474674,4.60517018598809,"Hourly Rate","director",0.488574537540805,2004,"9m-1.5y","2.5k-8k","C2302",NA,"2004.231",0,"profit",0.108107441220204,0.269,0.11532079524453,0.476378182053964,0.518652099195598,-2.1600375102547
"210",210,1,"Water",100,"town planner","waste_wat_manage",6.62251303508464,9.66667855285783,4.60517018598809,"Hourly Rate","director",0.714285714285714,2004,"1d-3wk","600-2.5k","C2186",NA,"2004.232",0,"profit",0.0481327635309118,0.065,0.0586145321026012,0.363758875878345,0.254950975679639,-2.83677262504414
"211",211,1,"Structural",100,"engineer","edu_exten_community",7.46981089547184,10.0494467737871,4.60517018598809,"Hourly Rate","director",0.333333333333333,2004,"1d-3wk","600-2.5k","C2704",NA,"2004.234",0,"profit",0.0125920569363993,0.009,0.0337052833112265,0.232647769392726,0.0948683298050514,-3.39010067909787
"212",212,2,"Structural",60,"architect","refurb/renovation",7.6639669099128,9.35044747216883,4.0943445622221,"Fixed Quote","director",-0.166666666666667,2004,"3wk-2.5m","600-2.5k","C2666",NA,"2004.235",1,"loss",0.271402602782998,0.187,0.338041680053051,0.647447665727801,0.432434966208793,-1.08458607733521
"213",213,2,"Structural",4.44,"sign_manufac","art_facade_awn_memb",7.35648221016484,8.44279717778255,4.60517018598809,"Hourly Rate","director",1.54712175241977,2004,"1d-3wk","600-2.5k","C2920",NA,"2004.236",0,"profit",0.0415379810936393,0.057,0.0951708738126236,0.346323366746476,0.238746727726266,-2.35208133134265
"214",214,1,"Structural",100,"sign_manufac","art_facade_awn_memb",6.33483096263286,8.44279717778255,4.60517018598809,"Fixed Quote","director",0.829268292682927,2004,"1d-3wk","100-600","C2920",NA,"2004.237",0,"profit",0.0556253244398,0.008,0.0568306297989986,0.381731078236552,0.0894427190999916,-2.86767984157723
"215",215,1,"Structural",100,"biz_bldgserv_internal","residential",6.11168741131865,9.03190126869645,4.60517018598809,"Fixed Quote","seniorpro",0.6,2004,"3wk-2.5m","100-600","C2516",NA,"2004.239",0,"profit",0.508618791614698,0.28,0.29837086394122,0.798235063076487,0.529150262212918,-1.20941805636737
"216",216,6,"Structural",43.25,"architect","edu_exten_community",12.0100615353606,9.35044747216883,3.64675452781327,"Fixed Quote","director",0.209160422409871,2004,">3y","60k-1.8m","C2666",NA,"2004.240",0,"profit",0.147918693864763,0.254,0.286409282973581,0.528860365856141,0.503984126734166,-1.25033343180367
"217",217,1,"Structural",100,"architect","residential",6.62251303508464,9.35044747216883,4.60517018598809,"Fixed Quote","director",1,2004,"1d-3wk","600-2.5k","C2666",NA,"2004.243",0,"profit",0.0455268951717319,0.056,0.0480335430584813,0.357072176823639,0.236643191323985,-3.0358556984125
"218",218,1,"Structural",100,"biz_bldgserv_internal","hosp_health_carpark",5.4286005665622,9.03190126869645,4.60517018598809,"Fixed Quote","director",0.212133333333333,2004,"1d-3wk","100-600","C2516",NA,"2004.244",0,"profit",0.116627446659788,0.093,0.133107254829962,0.488577642062017,0.304959013639538,-2.01660004845522
"219",219,3,"Water",57.75,"engineer","flood_h2o_harvest",9.61824530863863,9.48310041262579,4.07940011483628,"Fixed Quote","seniorpro",-0.163564886453933,2004,"2.5m-9m","8k-60k","C2384",NA,"2004.245",1,"loss",0.18409464084958,0.231,0.155484321506931,0.568870895917759,0.480624593627917,-1.86121037876815
"220",220,3,"Structural",28.57,"road_rail_gov_util","edu_exten_community",8.891196576403,9.07754356661921,4.12971170605939,"Fixed Quote","director",0.337946943483276,2004,"2.5m-9m","2.5k-8k","C2483",NA,"2004.247",0,"profit",0.261069364860614,0.231,0.14778180831553,0.639124261923217,0.480624593627917,-1.91201836115888
"221",221,2,"Structural",48.57,"sign_manufac","art_facade_awn_memb",7.82648583941058,8.44279717778255,3.76676599277101,"Fixed Quote","seniorpro",0.6,2004,"3wk-2.5m","2.5k-8k","C2920",NA,"2004.249",0,"profit",0.0549729268158175,0.121,0.099613109671087,0.380232837027428,0.347850542618522,-2.30646149984947
"222",222,2,"Structural",18.48,"architect","residential",10.0377776739582,9.11904711352979,3.93064846955131,"Fixed Quote","seniortech",-0.207785444603567,2004,"1.5y-3y","8k-60k",NA,NA,"2004.250",1,"loss",0.491721651305462,0.181,0.192279935621151,0.789295773267143,0.425440947723653,-1.64880297077466
"223",223,1,"Water",100,"engineer","flood_h2o_harvest",7.14434783486994,9.48310041262579,4.60517018598809,"Hourly Rate","director",0.339165562913907,2004,"2.5m-9m","600-2.5k","C2384",NA,"2004.253",0,"profit",0.165837876043118,0.244,0.331582521856257,0.549407489794339,0.493963561409139,-1.10387856562565
"224",224,1,"Structural",100,"architect","residential",7.99632242626822,7.87283617502572,4.60517018598809,"Fixed Quote","director",1.0040899795501,2005,"3wk-2.5m","2.5k-8k","C2684",NA,"2004.254",0,"profit",0.0741136855132411,0.207,0.0764525081256826,0.420048530887218,0.454972526643093,-2.57108553974584
"225",225,2,"Structural",9.52,"sign_manufac","art_facade_awn_memb",6.33483096263286,8.44279717778255,4.60517018598809,"Fixed Quote","director",0.706161137440758,2004,"1d-3wk","100-600","C2920",NA,"2004.255",0,"profit",0.131888701253804,0.183,0.130027514552491,0.509021192301505,0.427784992724149,-2.04000920051756
"226",226,1,"Structural",100,"architect","residential",8.2696157612679,10.949842397964,4.60517018598809,"Fixed Quote","director",0.752380952380952,2005,"2.5m-9m","2.5k-8k","C2680",NA,"2004.256",0,"profit",0.12924984616824,0.136,0.0596492316686184,0.505603430114357,0.368781778291715,-2.81927401118138
"227",227,1,"Structural",100,"builder","residential",6.71782321488896,7.75630235876977,4.60517018598809,"Hourly Rate","seniorpro",0.6,2004,"1d-3wk","600-2.5k","C2409",NA,"2004.257",0,"profit",0.0222623875904215,0.004,0.0261302154970666,0.281313503736853,0.0632455532033676,-3.64466295237047
"228",228,1,"Structural",100,"architect","residential",7.61576480809492,7.21725999594439,4.60517018598809,"Fixed Quote","director",0.258252427184466,2004,"3wk-2.5m","600-2.5k","C2881",NA,"2004.261",0,"profit",0.227151659620131,0.163,0.120118948969038,0.610152841410778,0.403732584763727,-2.1192727857468
"229",229,2,"Structural",13.33,"sign_manufac","art_facade_awn_memb",6.91019510753642,8.44279717778255,4.60517018598809,"Fixed Quote","director",1.03821656050955,2004,"1d-3wk","600-2.5k","C2920",NA,"2004.264",0,"profit",0.0718692636783467,0.021,0.063438686794279,0.415764813434341,0.144913767461894,-2.75768140183387
"230",230,2,"Structural",84.62,"architect","art_facade_awn_memb",8.23195094751874,9.50949710794506,4.43817064529192,"Fixed Quote","director",2.08483290488432,2004,"2.5m-9m","2.5k-8k","C2498",NA,"2004.265",0,"profit",0.10212565267021,0.084,0.185016426432294,0.467424653773067,0.289827534923789,-1.68731066631963
"231",231,1,"Structural",100,"builder","edu_exten_community",6.26583809114591,7.75630235876977,4.60517018598809,"Fixed Quote","director",0.12,2004,"1d-3wk","100-600","C2409",NA,"2004.267",0,"profit",0.102660451651472,0.041,0.0447252080589779,0.468239150867225,0.202484567313166,-3.10721799763668
"232",232,2,"Structural",18.92,"developer/real estate","edu_exten_community",7.87527600358,9.09259121074605,4.05785345363969,"Hourly Rate","seniortech",0.527272727272727,2004,"3wk-2.5m","2.5k-8k","C2798",NA,"2004.268",0,"profit",0.240733234532625,0.469,0.614803141028798,0.62207872727286,0.684835746730557,-0.486453158305377
"233",233,2,"Structural",100,"enviro_water","residential",7.60334228809636,8.31471953826891,4.60517018598809,"Hourly Rate","director",0.0666666666666667,2004,"3wk-2.5m","600-2.5k","C2713",NA,"2004.269",0,"profit",0.101933085459411,0.241,0.114756544148025,0.467130678350794,0.490917508345343,-2.16494240205519
"234",234,1,"Structural",100,"engineer","residential",6.33483096263286,11.7987991282354,4.60517018598809,"Fixed Quote","director",-0.538461538461538,2004,"1.5y-3y","100-600","C2475",NA,"2004.270",1,"loss",0.643524477503996,0.615,0.482882000073799,0.863352909431365,0.784219357067906,-0.727982961442628
"235",235,2,"Structural",25.64,"builder","residential",8.17714271102374,7.95155933115525,4.21744675935608,"Hourly Rate","gradpro",0.342789598108747,2004,"1.5y-3y","2.5k-8k",NA,NA,"2004.271",0,"profit",0.518415226873298,0.352,0.452015975152228,0.803327405276776,0.593295878967653,-0.794037756517323
